idx,sucess,R,value,budget,agent_sum_distance,air_distance,delivery_time,directed_transmission,K,file
1,True,7.047286498801027,2.2462206991660176,5.244791884301815,17.39999999999997,7.1640001530877315,32,False,5,evaluation_states_K5_n10000.csv
2,True,8.00145869052021,1.7742748005990148,5.7118841217099146,23.39999999999995,4.2385112905842846,41,False,5,evaluation_states_K5_n10000.csv
3,True,7.5653126765575,2.1873174818862156,5.496026229662721,20.79999999999996,3.457714859224644,31,False,5,evaluation_states_K5_n10000.csv
4,True,5.028367314412665,1.8790940982899076,4.318990826963166,15.599999999999977,3.670058829367517,27,False,5,evaluation_states_K5_n10000.csv
5,True,8.074067995585018,2.425220587277314,5.7482047210103815,18.79999999999998,3.1739474577354923,35,False,5,evaluation_states_K5_n10000.csv
6,True,8.469282022568796,1.3258239381982369,5.94782408448681,24.799999999999958,4.118544638949002,58,False,5,evaluation_states_K5_n10000.csv
7,True,7.905894441249481,2.1182568476993513,5.66424838517197,20.599999999999966,3.868499620578937,37,False,5,evaluation_states_K5_n10000.csv
8,True,5.851323981361338,3.112917375127668,4.686117795653771,9.000000000000004,4.081018718494668,17,False,5,evaluation_states_K5_n10000.csv
9,True,7.501045937660427,2.2588746830802284,5.464554191697998,19.599999999999966,4.699928829930223,31,False,5,evaluation_states_K5_n10000.csv
10,True,8.620010283272517,1.8368286947267691,6.024812695621135,23.59999999999996,4.676761984856546,44,False,5,evaluation_states_K5_n10000.csv
11,True,7.420546357110058,2.1171294007083272,5.425254142997414,20.199999999999967,4.574155111561954,33,False,5,evaluation_states_K5_n10000.csv
12,True,7.041212998954741,2.811571863169696,5.2418794855681,14.399999999999984,4.466057340762561,24,False,5,evaluation_states_K5_n10000.csv
13,True,7.398097892213109,2.8444905659567485,5.4143188279479855,12.399999999999991,4.34311581586522,31,False,5,evaluation_states_K5_n10000.csv
14,True,5.085855505108766,3.032206871962244,4.344178431126817,7.400000000000005,3.8251354779700195,15,False,5,evaluation_states_K5_n10000.csv
15,True,7.4655351643796415,0.9775128386059477,5.447201126312006,27.799999999999937,2.4449383272939498,51,False,5,evaluation_states_K5_n10000.csv
16,True,6.9959458092280595,2.9204100378247677,5.220196912631555,11.999999999999993,4.409983360292313,27,False,5,evaluation_states_K5_n10000.csv
17,True,5.010988590410657,2.4316057156943724,4.311390145260042,12.199999999999992,2.6426184057861803,19,False,5,evaluation_states_K5_n10000.csv
18,True,6.9760230213145675,1.985421323097012,5.210667604159252,18.199999999999967,4.119869869524551,37,False,5,evaluation_states_K5_n10000.csv
19,True,7.657604164606131,2.0806565623078788,5.541372735750092,17.999999999999982,4.110077067807942,42,False,5,evaluation_states_K5_n10000.csv
20,True,6.543395976289478,2.473845244027994,5.005775915825609,14.399999999999977,3.8341357457800322,28,False,5,evaluation_states_K5_n10000.csv
21,True,6.288338749655743,1.7042579304186993,4.886807797984441,20.19999999999996,3.5135415813551325,34,False,5,evaluation_states_K5_n10000.csv
22,True,6.042898887294866,1.9633605452150968,4.773604918906429,15.599999999999977,2.4952345794079642,36,False,5,evaluation_states_K5_n10000.csv
23,True,6.692727977078564,1.8192800687782187,5.076058797568432,17.19999999999997,4.18561813484845,43,False,5,evaluation_states_K5_n10000.csv
24,True,8.85690267637022,1.0021604428341542,6.14676832132856,32.59999999999993,4.737744588097638,52,False,5,evaluation_states_K5_n10000.csv
25,True,5.080683752239406,1.6732467179525057,4.341909685924891,15.799999999999976,3.479225677067145,35,False,5,evaluation_states_K5_n10000.csv
26,True,6.020849753106418,2.4959860156306863,4.763496741935325,12.199999999999992,3.413344962800869,28,False,5,evaluation_states_K5_n10000.csv
27,True,7.392113871995122,2.1250810471407977,5.4114056056258075,21.39999999999996,4.230963142919308,29,False,5,evaluation_states_K5_n10000.csv
28,True,8.153680319373265,2.378974282255352,5.7881545788047495,16.399999999999974,4.233430246403259,42,False,5,evaluation_states_K5_n10000.csv
29,True,7.099978595531239,2.2540389575845516,5.270091342759038,14.399999999999984,3.874863407005164,41,False,5,evaluation_states_K5_n10000.csv
30,True,8.321695727872923,2.0451398378629078,5.872898842284408,22.399999999999963,5.0183885765426615,38,False,5,evaluation_states_K5_n10000.csv
31,True,7.598931503052958,2.2584688429746143,5.5125239634055925,20.199999999999964,3.341038585961295,32,False,5,evaluation_states_K5_n10000.csv
32,True,7.437133506245874,2.2930479872639715,5.433340980094977,18.599999999999966,4.096456033311354,32,False,5,evaluation_states_K5_n10000.csv
33,True,8.196542764023514,1.1272050341403346,5.809717837438905,28.999999999999957,4.729166261062324,49,False,5,evaluation_states_K5_n10000.csv
34,True,6.448064231841425,2.85348257281108,4.961151085055173,11.199999999999992,3.054482646826427,25,False,5,evaluation_states_K5_n10000.csv
35,True,6.14080709748807,2.9810856166976976,4.818612150987546,9.600000000000001,3.2825436706810383,22,False,5,evaluation_states_K5_n10000.csv
36,True,6.274959331086047,2.04580843521811,4.880604546799736,18.799999999999965,3.996476057376311,27,False,5,evaluation_states_K5_n10000.csv
37,True,5.741069927920767,2.4720335835611826,4.636114299752954,13.199999999999989,4.520863224579307,23,False,5,evaluation_states_K5_n10000.csv
38,True,8.488143072098651,0.8997657396955154,5.957431982471057,29.599999999999927,4.5311209928733565,57,False,5,evaluation_states_K5_n10000.csv
39,True,8.619100910321034,2.0218220138068617,6.024346789443991,20.399999999999967,4.276882900194803,47,False,5,evaluation_states_K5_n10000.csv
40,True,8.082739195932284,1.911747719052186,5.752549565766791,20.599999999999973,4.555022750329523,46,False,5,evaluation_states_K5_n10000.csv
