idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,file_idx,file
1,0,8.082739195932284,True,False,0.281961290743582,-2.3585063358840683,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.512100245856585,-4.017819775797891,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
2,1,8.082739195932284,True,False,0.32772585910425295,-2.1638127194433605,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.512100245856585,-4.017819775797891,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
3,2,8.082739195932284,True,False,0.3734904274649239,-1.9691191030026527,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.491954583254432,-3.8188369818725865,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
4,3,8.082739195932284,True,False,0.41925499582559483,-1.7744254865619449,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.471808920652279,-3.619854187947282,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
5,4,8.082739195932284,True,False,0.4650195641862658,-1.579731870121237,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.451663258050126,-3.4208713940219773,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
6,5,8.082739195932284,True,False,0.5107841325469367,-1.3850382536805292,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.431517595447973,-3.2218886000966727,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
7,6,8.082739195932284,True,False,0.5565487009076076,-1.1903446372398214,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.41137193284582,-3.022905806171368,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
8,7,8.082739195932284,True,False,0.6023132692682786,-0.9956510207991136,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.391226270243667,-2.8239230122460635,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
9,8,8.082739195932284,True,False,0.6480778376289494,-0.8009574043584057,5.97993238115662,False,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.371080607641514,-2.624940218320759,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
10,9,8.082739195932284,True,False,0.6596955123987501,-0.7515329872473666,5.97993238115662,True,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.350934945039361,-2.4259574243954543,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
11,10,8.082739195932284,True,False,0.8586783063240546,-0.7313873246452134,5.97993238115662,True,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.330789282437208,-2.2269746304701497,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
12,11,8.082739195932284,True,False,1.0576611002493592,-0.7112416620430602,5.97993238115662,True,2.8462897251356187,0.2040209936729338,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.310643619835055,-2.027991836544845,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
13,12,8.082739195932284,True,False,1.2566438941746638,-0.6910959994409069,5.97993238115662,True,2.8664353877377717,0.005038199747629257,5.865513737119825,False,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.290497957232902,-1.8290090426195404,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
14,13,8.082739195932284,True,False,1.4556266880999684,-0.6709503368387537,0.08944615567575731,True,2.8865810503399247,-0.19394459417767526,5.865513737119825,True,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.270352294630748,-1.6300262486942358,3.158937294988868,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
15,14,8.082739195932284,True,False,1.654609482025273,-0.6508046742366005,0.48214523737448145,True,3.086362641760354,-0.20328888278198867,5.865513737119825,True,5.617498026968925,-0.2811671750831733,5.57946034506702,False,6.250206632028595,-1.4310434547689312,2.7662382132901437,False,8.016965878775492,0.2447289146511579,0.4858398607057658,False,39,evaluation_states_K5_n10000.csv
