idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,file_idx,file
1,0,4.813991557922606,True,False,2.32526249536329,1.0543273368748352,3.048544801724996,False,2.159581936526134,1.2791317053849338,6.042270349771859,False,2.411197745860689,-1.833871196459852,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
2,1,4.813991557922606,True,False,2.1539817323345063,0.9510660168354437,3.048544801724996,False,2.159581936526134,1.2791317053849338,6.042270349771859,False,2.411197745860689,-1.833871196459852,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
3,2,4.813991557922606,True,False,1.9827009693057225,0.8478046967960522,2.6558457200262717,False,2.159581936526134,1.2791317053849338,6.042270349771859,False,2.411197745860689,-1.833871196459852,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
4,3,4.813991557922606,True,False,1.8114202062769387,0.7445433767566607,2.2631466383275476,False,2.159581936526134,1.2791317053849338,6.042270349771859,False,2.423562550363773,-1.634253783367706,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
5,4,4.813991557922606,True,False,1.6401394432481549,0.6412820567172692,1.8704475566288234,False,2.125587214623218,1.0820419824597052,6.042270349771859,False,2.4359273548668576,-1.4346363702755598,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
6,5,4.813991557922606,True,False,1.468858680219371,0.5380207366778778,1.4777484749300993,False,2.0915924927203022,0.8849522595344765,6.042270349771859,False,2.448292159369942,-1.2350189571834136,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
7,6,4.813991557922606,True,False,1.2975779171905875,0.4347594166384862,1.0850493932313752,False,2.0575977708173867,0.6878625366092478,6.042270349771859,False,2.460656963873027,-1.0354015440912674,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
8,7,4.813991557922606,True,False,1.1262971541618039,0.3314980965990947,0.692350311532651,False,2.0236030489144707,0.4907728136840191,6.042270349771859,False,2.4730217683761113,-0.8357841309991213,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
9,8,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,0.2996512298339269,True,1.989608327011555,0.2936830907587904,6.042270349771859,False,2.485386572879196,-0.6361667179069752,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
10,9,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.649571268073135,True,2.4977513773822806,-0.4365493048148291,6.162153563995592,False,1,evaluation_states_K3_n10000.csv
11,10,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,2.508943684702932,-0.25586068710774246,6.162153563995592,True,1,evaluation_states_K3_n10000.csv
12,11,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,2.7077228510478726,-0.2337961674617014,6.162153563995592,True,1,evaluation_states_K3_n10000.csv
13,12,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,2.906502017392813,-0.2117316478156603,6.162153563995592,True,1,evaluation_states_K3_n10000.csv
14,13,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,3.1052811837377536,-0.18966712816961923,6.162153563995592,True,1,evaluation_states_K3_n10000.csv
15,14,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,3.304060350082694,-0.16760260852357814,6.162153563995592,True,1,evaluation_states_K3_n10000.csv
16,15,4.813991557922606,True,False,0.9712581531443936,0.23802856960991403,6.1901374553147885,True,1.969345218605124,0.17620454709449154,5.256872186374411,True,3.5028395164276347,-0.14553808887753705,0.2716673385147299,True,1,evaluation_states_K3_n10000.csv
