idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,file_idx,file
1,0,6.359526084125635,True,False,1.832104283320247,-3.024516355779646,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
2,1,6.359526084125635,True,False,1.7591181919277095,-2.838309399778426,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
3,2,6.359526084125635,True,False,1.686132100535172,-2.6521024437772063,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
4,3,6.359526084125635,True,False,1.6131460091426344,-2.4658954877759864,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
5,4,6.359526084125635,True,False,1.5401599177500969,-2.2796885317747666,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
6,5,6.359526084125635,True,False,1.4671738263575593,-2.0934815757735468,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
7,6,6.359526084125635,True,False,1.3941877349650218,-1.9072746197723272,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
8,7,6.359526084125635,True,False,1.3212016435724843,-1.7210676637711075,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
9,8,6.359526084125635,True,False,1.2482155521799467,-1.534860707769888,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
10,9,6.359526084125635,True,False,1.1752294607874092,-1.3486537517686683,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
11,10,6.359526084125635,True,False,1.1022433693948717,-1.1624467957674487,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
12,11,6.359526084125635,True,False,1.0292572780023341,-0.976239839766229,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
13,12,6.359526084125635,True,False,0.9562711866097966,-0.7900328837650092,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
14,13,6.359526084125635,True,False,0.8832850952172591,-0.6038259277637895,5.041402708247953,False,4.335216715910237,-2.4704875041463565,1.2039604632920315,False,4.809297622280094,2.1823650169149884,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
15,14,6.359526084125635,True,False,0.8518881030232728,-0.5237238393728224,5.041402708247953,True,4.312443094560738,-2.2717883290835754,1.2039604632920315,False,4.831985981960884,1.983656088240419,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
16,15,6.359526084125635,True,False,1.050989969683947,-0.5047911509151556,5.041402708247953,True,4.289669473211239,-2.0730891540207947,1.2039604632920315,False,4.854674341641673,1.7849471595658497,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
17,16,6.359526084125635,True,False,1.2500918363446214,-0.48585846245748876,5.041402708247953,True,4.26689585186174,-1.8743899789580138,1.2039604632920315,False,4.877362701322463,1.5862382308912804,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
18,17,6.359526084125635,True,False,1.4491937030052957,-0.46692577399982194,5.041402708247953,True,4.244122230512241,-1.675690803895233,1.2039604632920315,False,4.900051061003253,1.387529302216711,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
19,18,6.359526084125635,True,False,1.64829556966597,-0.4479930855421551,5.041402708247953,True,4.221348609162742,-1.476991628832452,1.2039604632920315,False,4.922739420684042,1.1888203735421417,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
20,19,6.359526084125635,True,False,1.8473974363266443,-0.4290603970844883,5.041402708247953,True,4.1985749878132435,-1.2782924537696712,1.2039604632920315,False,4.945427780364832,0.9901114448675723,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
21,20,6.359526084125635,True,False,2.0464993029873186,-0.41012770862682146,5.041402708247953,True,4.175801366463745,-1.0795932787068903,1.2039604632920315,False,4.9681161400456215,0.7914025161930028,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
22,21,6.359526084125635,True,False,2.245601169647993,-0.39119502016915464,5.041402708247953,True,4.153027745114245,-0.8808941036441094,1.2039604632920315,False,4.990804499726411,0.5926935875184334,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
23,22,6.359526084125635,True,False,2.4447030363086677,-0.3722623317114878,5.434101789946677,True,4.130254123764746,-0.6821949285813285,1.2039604632920315,False,5.013492859407201,0.39398465884386397,4.945475938503115,False,3,evaluation_states_K3_n10000.csv
24,23,6.359526084125635,True,False,2.6438049029693422,-0.353329643253821,5.826800871645402,True,4.107480502415246,-0.4834957535185477,1.2039604632920315,True,5.03618121908799,0.1952757301692946,5.33817502020184,False,3,evaluation_states_K3_n10000.csv
25,24,6.359526084125635,True,False,2.8429067696300163,-0.33439695479615417,6.219499953344126,True,4.2947946014193885,-0.4133999026123315,0.8112613815933074,True,5.058869578768781,-0.003433198505274737,5.7308741019005645,True,3,evaluation_states_K3_n10000.csv
26,25,6.359526084125635,True,False,2.8429067696300163,-0.33439695479615417,6.219499953344126,True,4.2947946014193885,-0.4133999026123315,0.8112613815933074,True,5.258868882029454,-0.0029052825596099442,6.123573183599287,True,3,evaluation_states_K3_n10000.csv
