idx,R,value,budget,agent_sum_distance,delivery_time,directed_transmission,jammer_on,clustering_on,minimize_distance,K,file
1,8.047286498801027,4.885207296925631,7.10021055104527,4.077696476929848,24,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
2,9.922948799204956,4.259164061831979,8.13458624224695,9.44930218266787,33,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
3,8.043555537866132,3.2590319687142384,7.0982327769282225,9.8,37,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
4,9.854683491379884,3.868642775607709,8.095536582888766,11.852285782110274,37,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
5,7.585024648867946,4.375293714652859,6.8575772192781805,4.568042780943436,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
6,6.514692849268678,4.069502449921537,6.314434567887089,6.844501498066929,24,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
7,8.001425722947484,4.413108833911485,7.075921829439099,5.400000000000002,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
8,8.501045937660427,3.907232383945311,7.343108364096689,8.799999999999999,35,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
9,7.214035706398043,4.483715911278396,6.6663671931465185,6.457246401389148,24,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
10,7.005070312684327,4.151237414968333,6.560043425448912,6.818967457239476,25,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
11,7.804155544685565,3.6508856521139554,6.971989346868579,11.060357719305314,31,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
12,7.542631378630203,3.930884887490404,6.835569032538819,5.200000000000003,30,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
13,6.466839427124009,3.505322997604907,6.2907597856604305,7.800000000000004,30,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
14,8.22963552036364,4.388611892186192,7.197259268085526,7.400000000000005,29,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
15,6.233689798495206,3.987337671463158,6.176157524356555,5.199999999999999,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
16,6.85265870570181,4.768914678383953,6.483121219312992,3.8000000000000007,20,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
17,8.702712351876473,3.6967353729387025,7.45256382863589,6.400000000000002,36,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
18,7.623955088595593,3.5330634390273365,6.877823707140811,10.017531523157084,31,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
19,8.9056985569112,4.667422459789008,7.563669787199181,8.572331015549322,26,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
20,8.223924152403466,3.2121147588728514,7.194208124000939,10.399999999999993,40,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
21,7.056113693297119,3.542168040015167,6.585923152054937,10.000000000000009,28,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
22,6.659975711793951,3.567549932281771,6.386630265084626,6.800000000000005,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
23,7.481768407264466,4.437875280792669,6.804043896039218,8.317424749553702,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
24,6.522586543175532,3.9184086372445854,6.318344862469925,5.260837170203653,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
25,7.424611430994794,4.688650491987667,6.774515069217619,3.576957241424232,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
26,7.438694059303139,3.7095990965369405,6.781783633780213,11.211642230375622,29,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
27,9.080835664388909,4.426840919995066,7.6602855051875975,6.600000000000003,35,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
28,6.633671954119112,4.538010993473063,6.373523494195476,4.922012157179044,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
29,9.196542764023514,4.115010032380445,7.724498941870275,6.000000000000002,38,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
30,8.880044476818867,4.685465636310667,7.549576102645874,4.8,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
31,6.585446443835577,3.904052901582129,6.349534317510589,7.400000000000005,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
32,6.300044585229521,3.252963724097026,6.208647652806935,9.999999999999993,27,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
33,8.327764570834766,3.439327516005112,7.249797951910573,9.999999999999996,37,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
34,9.697189300692594,3.589366925815084,8.005849893240486,11.599999999999994,43,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
35,7.057106282353515,3.8424417373504323,6.58642699637586,6.999999999999999,29,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
36,6.21377094593332,3.7111165079705444,6.166423950443575,8.61166192232356,22,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
37,8.822833356908273,4.633017241528676,7.518199718494557,7.600000000000004,25,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
38,6.770708615220304,4.469787838967224,6.4419794026574335,3.6000000000000005,21,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
39,8.509803531452334,3.238508919748223,7.347842378497488,8.400000000000006,46,True,True,True,False,6,Evaluation/Evaluation_states/Data/evaluation_states_K6_n10000.csv
