idx,R,value,budget,agent_sum_distance,delivery_time,directed_transmission,jammer_on,clustering_on,minimize_distance,K,file
1,5.047286498801027,1.5565624397818703,2.613929160223003,6.000000000000003,19,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
2,4.813991557922606,1.4522047293660592,2.5259746037908895,4.753125889106273,20,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
3,5.064274342191515,1.732587442834458,2.620372708075125,3.599999999999999,18,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
4,6.359526084125635,1.32616863565533,3.1272402964009944,6.000000000000003,33,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
5,6.506148385666322,1.7543396806513312,3.186554781592631,3.5999999999999996,28,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
6,4.690867627781749,1.371434862590439,2.4799577394175834,4.400000000000001,20,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
7,3.658029065896405,1.5225621995254681,2.104880109087879,2.851953462694507,13,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
8,6.469282022568796,1.7307359946424365,3.1716038122490366,7.600000000000005,24,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
9,4.504954005712377,1.38790764728801,2.4110000386681767,2.6,22,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
10,4.252191435279751,1.352235858952414,2.3182632202723488,4.201438934779932,20,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
11,5.024259690117492,1.5759448219986512,2.605203454759215,3.800000000000001,18,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
12,3.9275995138485538,1.5740001416507292,2.200889897587767,2.295971074468942,16,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
13,5.566054358022413,1.7559174752533409,2.813084793775977,3.200000000000001,20,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
14,6.99610352929575,1.3589999328228306,3.3876187766351356,8.829360003268908,36,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
15,5.248206360398838,1.5309160770946288,2.690477382668415,5.146826893601638,21,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
16,5.116891230521441,1.4852038143509803,2.6403640344118733,4.490565716861843,22,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
17,3.183948722682062,1.4509188004492,1.939262802244221,2.4000000000000004,12,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
18,5.398097892213109,1.5514473562285815,2.7480662038422565,4.000000000000003,23,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
19,3.327431988308968,1.3068871627186192,1.988953229065714,3.2000000000000006,16,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
20,4.356779571120694,1.5266321064445945,2.3564938743426875,2.8,16,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
21,6.147179043757994,0.8361603358514966,3.042036027429285,8.400000000000004,46,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
22,4.10853333948796,1.7073827475130126,2.2660778922540854,2.4000000000000004,12,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
23,4.597164053946381,1.191284319407624,2.4451227335369388,4.800000000000002,25,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
24,3.273638542166889,1.45183800251744,1.9702795355993699,3.064527115821448,9,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
25,3.97397084811233,1.4264163232379437,2.217539682696247,3.44877284185135,18,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
26,5.492375162887731,1.4064186368666038,2.7844987698720676,6.000000000000004,25,False,True,True,False,3,Evaluation/Evaluation_states/Data/evaluation_states_K3_n10000.csv
