idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,jammer_x,jammer_y,file_idx,file
1,0,3.047286498801027,True,True,2.6235788711612726,1.4026718613830036,5.960540267916768,False,1.2899969725395115,0.9831077814613254,0,evaluation_states_K1_n10000.csv
2,1,3.047286498801027,True,True,2.447204114377312,1.3083747502427432,5.960540267916768,False,1.2848065833349946,0.8832425730055993,0,evaluation_states_K1_n10000.csv
3,2,3.047286498801027,True,True,2.270829357593351,1.214077639102483,5.960540267916768,False,1.2796161941304778,0.7833773645498732,0,evaluation_states_K1_n10000.csv
4,3,3.047286498801027,True,True,2.09445460080939,1.1197805279622228,5.960540267916768,False,1.274425804925961,0.6835121560941471,0,evaluation_states_K1_n10000.csv
5,4,3.047286498801027,True,True,1.918079844025429,1.0254834168219626,5.960540267916768,False,1.269235415721444,0.583646947638421,0,evaluation_states_K1_n10000.csv
6,5,3.047286498801027,True,True,1.7417050872414679,0.9311863056817024,5.960540267916768,False,1.2640450265169272,0.48378173918269485,0,evaluation_states_K1_n10000.csv
7,6,3.047286498801027,True,True,1.5653303304575068,0.8368891945414421,5.960540267916768,False,1.2588546373124103,0.38391653072696874,0,evaluation_states_K1_n10000.csv
8,7,3.047286498801027,True,True,1.3889555736735457,0.7425920834011818,5.960540267916768,False,1.2536642481078935,0.28405132227124263,0,evaluation_states_K1_n10000.csv
9,8,3.047286498801027,True,True,1.2125808168895846,0.6482949722609215,5.960540267916768,False,1.2484738589033766,0.18418611381551653,0,evaluation_states_K1_n10000.csv
10,9,3.047286498801027,True,True,1.0362060601056235,0.5539978611206612,5.960540267916768,False,1.2432834696988597,0.08432090535979042,0,evaluation_states_K1_n10000.csv
11,10,3.047286498801027,True,True,0.8598313033216626,0.4597007499804009,5.960540267916768,False,1.2380930804943429,-0.015544303095935685,0,evaluation_states_K1_n10000.csv
12,11,3.047286498801027,True,True,0.6834565465377016,0.3654036388401406,5.960540267916768,False,1.232902691289826,-0.11540951155166179,0,evaluation_states_K1_n10000.csv
13,12,3.047286498801027,True,True,0.5070817897537405,0.2711065276998803,5.960540267916768,False,1.2277123020853091,-0.2152747200073879,0,evaluation_states_K1_n10000.csv
14,13,3.047286498801027,True,True,0.3307070329697795,0.17680941655962001,5.960540267916768,True,1.2225219128807923,-0.315139928463114,0,evaluation_states_K1_n10000.csv
15,14,3.047286498801027,True,True,0.5302847643183637,0.1638198380540495,5.960540267916768,True,1.2173315236762754,-0.4150051369188401,0,evaluation_states_K1_n10000.csv
16,15,3.047286498801027,True,True,0.7298624956669478,0.150830259548479,5.960540267916768,True,1.2121411344717585,-0.5148703453745662,0,evaluation_states_K1_n10000.csv
17,16,3.047286498801027,True,True,0.929440227015532,0.1378406810429085,5.960540267916768,True,1.2069507452672417,-0.6147355538302923,0,evaluation_states_K1_n10000.csv
18,17,3.047286498801027,True,True,1.1290179583641162,0.12485110253733801,5.960540267916768,True,1.2017603560627248,-0.7146007622860184,0,evaluation_states_K1_n10000.csv
19,18,3.047286498801027,True,True,1.3285956897127003,0.11186152403176752,5.960540267916768,True,1.196569966858208,-0.8144659707417445,0,evaluation_states_K1_n10000.csv
20,19,3.047286498801027,True,True,1.5281734210612843,0.09887194552619703,5.960540267916768,True,1.191379577653691,-0.9143311791974706,0,evaluation_states_K1_n10000.csv
21,20,3.047286498801027,True,True,1.7277511524098683,0.08588236702062654,5.960540267916768,True,1.1861891884491742,-1.0141963876531968,0,evaluation_states_K1_n10000.csv
22,21,3.047286498801027,True,True,1.9273288837584523,0.07289278851505605,5.960540267916768,True,1.1809987992446573,-1.1140615961089229,0,evaluation_states_K1_n10000.csv
23,22,3.047286498801027,True,True,2.1269066151070364,0.059903210009485564,0.07005404243590618,True,1.1758084100401405,-1.213926804564649,0,evaluation_states_K1_n10000.csv
