idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,jammer_x,jammer_y,file_idx,file
1,0,9.021799468850856,True,True,0.5518407014233291,1.1970910578987133,1.8733267171255947,False,1.7956404065768794,2.692084559285039,5.3255299196428325,False,2.89265056928756,4.117221867588756,4.120020672752448,False,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.972503145380018,0.9598549174598112,1259,evaluation_states_K7_n10000.csv
2,1,9.021799468850856,True,True,0.46811198674802124,1.0154609328125348,1.8733267171255947,False,1.7746450231552153,2.4931896275372005,5.3255299196428325,False,2.8716551858658956,3.9183269358409176,4.120020672752448,False,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.8736027231418415,0.9450661892822316,1259,evaluation_states_K7_n10000.csv
3,2,9.021799468850856,True,True,0.3843832720727134,0.8338308077263562,1.4806276354268706,True,1.753649639733551,2.294294695789362,5.718229001341557,False,2.8506598024442313,3.719432004093079,4.120020672752448,False,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.774702300903665,0.930277461104652,1259,evaluation_states_K7_n10000.csv
4,3,9.021799468850856,True,True,0.5451133637129919,0.9528511322146875,1.0879285537281465,True,1.732654256311887,2.0953997640415234,6.110928083040282,False,2.829664419022567,3.5205370723452405,4.512719754451172,False,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.675801878665489,0.9154887329270724,1259,evaluation_states_K7_n10000.csv
5,4,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,1.7116588728902227,1.896504832293685,0.22044185755942003,True,2.8086690356009028,3.321642140597402,4.905418836149897,False,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.576901456427312,0.9007000047494929,1259,evaluation_states_K7_n10000.csv
6,5,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,1.8627172829451895,2.027582506791158,0.6131409392581442,True,2.7876736521792385,3.1227472088495634,5.2981179178486215,True,4.13454593567074,2.541151432150734,0.4692124305863065,False,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.478001034189136,0.8859112765719133,1259,evaluation_states_K7_n10000.csv
7,6,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,2.9527755323852087,3.009869535448428,5.690816999547346,True,4.13454593567074,2.541151432150734,0.4692124305863065,True,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.3791006119509595,0.8711225483943337,1259,evaluation_states_K7_n10000.csv
8,7,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,4.332938778933078,2.5158476825810525,0.4692124305863065,True,5.984978720163011,3.2751009967759543,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.280200189712783,0.8563338202167541,1259,evaluation_states_K7_n10000.csv
9,8,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,4.531331622195417,2.490543933011371,0.4692124305863065,True,5.963983336741347,3.0762060650281158,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.181299767474607,0.8415450920391745,1259,evaluation_states_K7_n10000.csv
10,9,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,4.729724465457755,2.4652401834416895,0.4692124305863065,True,5.942987953319682,2.877311133280277,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,6.08239934523643,0.8267563638615949,1259,evaluation_states_K7_n10000.csv
11,10,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,4.928117308720093,2.4399364338720084,0.4692124305863065,True,5.921992569898018,2.6784162015324386,3.77537126052232,False,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,5.983498922998254,0.8119676356840153,1259,evaluation_states_K7_n10000.csv
12,11,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,5.900997186476354,2.4795212697846,3.77537126052232,True,7.418291240908605,1.8341531096839776,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,5.884598500760077,0.7971789075064357,1259,evaluation_states_K7_n10000.csv
13,12,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.021808631427434,2.320133080859473,4.1680703422210446,True,7.397295857486941,1.635258177936139,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,5.785698078521901,0.7823901793288561,1259,evaluation_states_K7_n10000.csv
14,13,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.142620076378514,2.160744891934346,4.560769423919769,True,7.3763004740652764,1.4363632461883005,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,5.686797656283725,0.7676014511512765,1259,evaluation_states_K7_n10000.csv
15,14,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.263431521329594,2.001356703009219,4.953468505618494,True,7.355305090643613,1.237468314440462,0.6077789298197845,False,2.799725245056349,-3.2916433291945504,,False,5.587897234045548,0.752812722973697,1259,evaluation_states_K7_n10000.csv
16,15,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.384242966280675,1.841968514084092,5.346167587317218,True,7.334309707221949,1.0385733826926236,0.6077789298197845,True,2.799725245056349,-3.2916433291945504,,False,5.488996811807372,0.7380239947961174,1259,evaluation_states_K7_n10000.csv
17,16,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.505054411231755,1.6825803251589648,5.738866669015941,True,7.504636047636034,0.9337452482956735,0.6077789298197845,True,2.799725245056349,-3.2916433291945504,,False,5.390096389569195,0.7232352666185378,1259,evaluation_states_K7_n10000.csv
18,17,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.505054411231755,1.6825803251589648,5.738866669015941,True,7.67496238805012,0.8289171138987235,0.2150798481210604,True,2.799725245056349,-3.2916433291945504,,False,5.291195967331019,0.7084465384409582,1259,evaluation_states_K7_n10000.csv
19,18,9.021799468850856,True,True,0.7058434553532704,1.0718714567030188,0.695229472029423,True,2.0137756930001562,2.1586601812886315,1.0058400209568674,True,3.1178774125911795,2.8969918620472925,6.083516081246069,True,5.126510151982432,2.414632684302327,0.07651334888758221,True,6.505054411231755,1.6825803251589648,5.738866669015941,True,7.845288728464205,0.7240889795017734,6.105566073601922,True,2.799725245056349,-3.2916433291945504,,False,5.1922955450928425,0.6936578102633786,1259,evaluation_states_K7_n10000.csv
