idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,jammer_x,jammer_y,file_idx,file
1,0,9.39101913908367,True,True,-0.2286541188493158,0.3283850051395447,6.202164080566911,False,2.1896449971790046,-1.6120175004752322,4.38241040462441,False,3.420432209155612,-1.7818584954217105,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.872410852969419,0.7497041312079791,959,evaluation_states_K7_n10000.csv
2,1,9.39101913908367,True,True,-0.11436970015319259,0.16425374168468304,6.202164080566911,True,2.196468385588314,-1.412133930938825,4.38241040462441,False,3.4272555975649213,-1.5819749258853033,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.836558810372037,0.8430563194072683,959,evaluation_states_K7_n10000.csv
3,2,9.39101913908367,True,True,0.0843327971921436,0.14150912586628145,6.202164080566911,True,2.2032917739976234,-1.2122503614024178,4.38241040462441,False,3.4340789859742307,-1.3820913563488961,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.800706767774655,0.9364085076065576,959,evaluation_states_K7_n10000.csv
4,3,9.39101913908367,True,True,0.2830352945374798,0.11876451004787986,6.202164080566911,True,2.210115162406933,-1.0123667918660106,4.38241040462441,False,3.44090237438354,-1.182207786812489,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.7648547251772735,1.029760695805847,959,evaluation_states_K7_n10000.csv
5,4,9.39101913908367,True,True,0.4817377918828159,0.09601989422947826,6.202164080566911,True,2.2169385508162422,-0.8124832223296035,4.38241040462441,False,3.4477257627928495,-0.9823242172760818,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.729002682579892,1.1231128840051363,959,evaluation_states_K7_n10000.csv
6,5,9.39101913908367,True,True,0.680440289228152,0.07327527841107667,6.202164080566911,True,2.2237619392255517,-0.6125996527931963,4.775109486323133,False,3.454549151202159,-0.7824406477396746,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.69315063998251,1.2164650722044257,959,evaluation_states_K7_n10000.csv
7,6,9.39101913908367,True,True,0.8791427865734882,0.05053066259267508,6.202164080566911,True,2.230585327634861,-0.41271608325678916,5.167808568021858,False,3.4613725396114683,-0.5825570782032674,3.1196315126016283,False,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.657298597385128,1.309817260403715,959,evaluation_states_K7_n10000.csv
8,7,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.2374087160441705,-0.21283251372038206,5.5605076497205825,True,3.4681959280207777,-0.3826735086668603,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.621446554787746,1.4031694486030044,959,evaluation_states_K7_n10000.csv
9,8,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.4358141780197644,-0.18762789790797169,5.953206731419306,True,3.666667444934628,-0.357994428985576,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.585594512190364,1.4965216368022938,959,evaluation_states_K7_n10000.csv
10,9,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.4358141780197644,-0.18762789790797169,5.953206731419306,True,3.8651389618484786,-0.33331534930429174,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.5497424695929825,1.5898738250015831,959,evaluation_states_K7_n10000.csv
11,10,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.4358141780197644,-0.18762789790797169,5.953206731419306,True,4.063610478762329,-0.3086362696230075,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.585594512190364,1.4965216368022938,959,evaluation_states_K7_n10000.csv
12,11,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.4358141780197644,-0.18762789790797169,5.953206731419306,True,4.26208199567618,-0.2839571899417232,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.621446554787746,1.4031694486030044,959,evaluation_states_K7_n10000.csv
13,12,9.39101913908367,True,True,1.0778452839188244,0.027786046774273484,5.809464998868187,True,2.4358141780197644,-0.18762789790797169,5.953206731419306,True,4.46055351259003,-0.2592781102604389,3.1196315126016283,True,7.175715274952125,0.5784484672899624,3.430717078798157,False,9.408879944474194,-0.3805446085444638,3.160533857416666,False,2.553335662299072,-4.9903549628062,,False,3.6617872948586494,4.392332595135774,,False,7.657298597385128,1.309817260403715,959,evaluation_states_K7_n10000.csv
