idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,jammer_x,jammer_y,file_idx,file
1,0,8.749716871483496,True,True,0.594576686216048,0.8101708177872141,4.239027738828328,False,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.5281091218910623,-0.6745196130743303,49,evaluation_states_K5_n10000.csv
2,1,8.749716871483496,True,True,0.4762455390028522,0.6489326721788966,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.602449927876763,-0.7414034270011421,49,evaluation_states_K5_n10000.csv
3,2,8.749716871483496,True,True,0.6759487458749465,0.638040970521142,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.6767907338624637,-0.808287240927954,49,evaluation_states_K5_n10000.csv
4,3,8.749716871483496,True,True,0.8756519527470407,0.6271492688633873,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.7511315398481644,-0.8751710548547659,49,evaluation_states_K5_n10000.csv
5,4,8.749716871483496,True,True,1.0753551596191349,0.6162575672056326,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.825472345833865,-0.9420548687815777,49,evaluation_states_K5_n10000.csv
6,5,8.749716871483496,True,True,1.2750583664912292,0.605365865547878,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.899813151819566,-1.0089386827083897,49,evaluation_states_K5_n10000.csv
7,6,8.749716871483496,True,True,1.4747615733633235,0.5944741638901233,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.9741539578052665,-1.0758224966352017,49,evaluation_states_K5_n10000.csv
8,7,8.749716871483496,True,True,1.6744647802354178,0.5835824622323686,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.048494763790967,-1.1427063105620137,49,evaluation_states_K5_n10000.csv
9,8,8.749716871483496,True,True,1.874167987107512,0.572690760574614,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.122835569776668,-1.2095901244888256,49,evaluation_states_K5_n10000.csv
10,9,8.749716871483496,True,True,2.073871193979606,0.5617990589168593,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.197176375762369,-1.2764739384156376,49,evaluation_states_K5_n10000.csv
11,10,8.749716871483496,True,True,2.2735744008517003,0.5509073572591047,4.239027738828328,True,4.17327164967829,-0.690342488465795,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.271517181748069,-1.3433577523424496,49,evaluation_states_K5_n10000.csv
12,11,8.749716871483496,True,True,2.4732776077237943,0.54001565560135,4.631726820527053,True,4.192940117978774,-0.49131195976551545,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.34585798773377,-1.4102415662692616,49,evaluation_states_K5_n10000.csv
13,12,8.749716871483496,True,True,2.6729808145958884,0.5291239539435953,5.024425902225778,True,4.212608586279259,-0.29228143106523585,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.420198793719471,-1.4771253801960735,49,evaluation_states_K5_n10000.csv
14,13,8.749716871483496,True,True,2.8726840214679825,0.5182322522858407,5.417124983924502,True,4.232277054579744,-0.09325090236495626,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.494539599705171,-1.5440091941228855,49,evaluation_states_K5_n10000.csv
15,14,8.749716871483496,True,True,3.0723872283400766,0.507340550628086,5.809824065623227,True,4.251945522880229,0.10577962633532334,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.420198793719471,-1.4771253801960735,49,evaluation_states_K5_n10000.csv
16,15,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,4.271613991180715,0.3048101550356029,1.4734406875477817,False,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.34585798773377,-1.4102415662692616,49,evaluation_states_K5_n10000.csv
17,16,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,4.285092250757565,0.4412002942450646,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.271517181748069,-1.3433577523424496,49,evaluation_states_K5_n10000.csv
18,17,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,4.484122779457844,0.4215318259445793,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.197176375762369,-1.2764739384156376,49,evaluation_states_K5_n10000.csv
19,18,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,4.683153308158124,0.401863357644094,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.122835569776668,-1.2095901244888256,49,evaluation_states_K5_n10000.csv
20,19,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,4.882183836858403,0.3821948893436087,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,4.048494763790967,-1.1427063105620137,49,evaluation_states_K5_n10000.csv
21,20,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,5.081214365558683,0.3625264210431234,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.9741539578052665,-1.0758224966352017,49,evaluation_states_K5_n10000.csv
22,21,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,5.280244894258963,0.3428579527426381,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.899813151819566,-1.0089386827083897,49,evaluation_states_K5_n10000.csv
23,22,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,5.479275422959242,0.3231894844421528,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.825472345833865,-0.9420548687815778,49,evaluation_states_K5_n10000.csv
24,23,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,5.678305951659522,0.3035210161416675,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.7511315398481644,-0.875171054854766,49,evaluation_states_K5_n10000.csv
25,24,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,5.877336480359801,0.2838525478411822,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.6767907338624637,-0.8082872409279541,49,evaluation_states_K5_n10000.csv
26,25,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,6.076367009060081,0.2641840795406969,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.602449927876763,-0.7414034270011423,49,evaluation_states_K5_n10000.csv
27,26,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,6.275397537760361,0.24451561124021162,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.5281091218910623,-0.6745196130743304,49,evaluation_states_K5_n10000.csv
28,27,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,6.47442806646064,0.22484714293972635,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.4537683159053616,-0.6076357991475185,49,evaluation_states_K5_n10000.csv
29,28,8.749716871483496,True,True,3.2720904352121707,0.4964488489703314,6.2025231473219495,True,6.67345859516092,0.20517867463924108,1.4734406875477817,True,-0.3137596246160266,-1.3693669283980368,,False,-0.6419594690705672,1.1653267637127884,,False,2.2345786295847843,-4.700506757753796,,False,3.379427509919661,-0.5407519852207067,49,evaluation_states_K5_n10000.csv
