idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,jammer_x,jammer_y,file_idx,file
1,0,12.047286498801029,True,True,1.5199333038379903,1.354670767820188,4.553989506659829,False,2.2303937486601524,2.644173092214206,1.7397587449451388,False,4.699504639527452,3.813089408245452,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.511359714027681,0.8300493430268938,0,evaluation_states_K10_n10000.csv
2,1,12.047286498801029,True,True,1.3706280930907937,1.221599531094383,4.553989506659829,False,2.2303937486601524,2.644173092214206,1.7397587449451388,False,4.699504639527452,3.813089408245452,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.4464139522185215,0.7540095638121438,0,evaluation_states_K10_n10000.csv
3,2,12.047286498801029,True,True,1.221322882343597,1.0885282943685781,4.553989506659829,False,2.218638682388756,2.4445188450343496,1.7397587449451388,False,4.687749573256055,3.613435161065596,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.381468190409362,0.6779697845973938,0,evaluation_states_K10_n10000.csv
4,3,12.047286498801029,True,True,1.0720176715964005,0.9554570576427732,4.946688588358553,False,2.2068836161173597,2.2448645978544937,1.7397587449451388,False,4.675994506984659,3.41378091388574,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.316522428600202,0.6019300053826437,0,evaluation_states_K10_n10000.csv
5,4,12.047286498801029,True,True,0.9227124608492038,0.8223858209169683,5.3393876700572775,False,2.1951285498459634,2.0452103506746377,1.7397587449451388,False,4.664239440713263,3.2141266667058837,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.251576666791043,0.5258902261678937,0,evaluation_states_K10_n10000.csv
6,5,12.047286498801029,True,True,0.7734072501020071,0.6893145841911635,5.732086751756002,False,2.183373483574567,1.8455561034947816,1.7397587449451388,False,4.652484374441866,3.0144724195260277,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.186630904981883,0.4498504469531437,0,evaluation_states_K10_n10000.csv
7,6,12.047286498801029,True,True,0.6241020393548103,0.5562433474653588,6.124785833454727,True,2.1716184173031707,1.6459018563149255,1.7397587449451388,False,4.64072930817047,2.814818172346172,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.121685143172724,0.37381066773839366,0,evaluation_states_K10_n10000.csv
8,7,12.047286498801029,True,True,0.810859790973368,0.6278082984566165,0.23429960797386506,True,2.1598633510317744,1.4462476091350693,1.7397587449451388,False,4.628974241899074,2.615163925166316,6.042270349771859,False,4.705529116944585,2.407243793548845,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,7.056739381363564,0.29777088852364364,0,evaluation_states_K10_n10000.csv
9,8,12.047286498801029,True,True,0.9976175425919257,0.6993732494478742,0.6269986896725879,True,2.1481082847603776,1.2465933619552132,1.7397587449451388,True,4.617219175627677,2.41550967798646,6.042270349771859,False,4.693774050673189,2.207589546368989,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,6.991793619554405,0.22173110930889364,0,evaluation_states_K10_n10000.csv
10,9,12.047286498801029,True,True,0.9976175425919257,0.6993732494478742,0.6269986896725879,True,2.346892265479286,1.2245722582239145,1.7397587449451388,True,4.605464109356281,2.215855430806604,6.042270349771859,False,4.682018984401792,2.0079352991891333,3.048544801724996,False,5.93089717820799,1.196387982244177,6.094221105379693,False,-0.8220048756483083,-1.6727886546183703,,False,7.707095553216422,-6.836103796478036,,False,10.402211710964558,4.9066352304822525,,False,7.568554890795157,5.13119543907491,,False,6.038020258660906,-6.2745813580118845,,False,6.926847857745245,0.14569133009414365,0,evaluation_states_K10_n10000.csv
