idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,file_idx,file
1,0,7.058470106115779,False,False,1.3160524403381495,2.427353323523757,,False,3.201565152526228,-1.981133748847904,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6336077756108145,-1.150392486639073,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
2,1,7.058470106115779,False,False,1.2664645887876,2.241829417742006,,False,3.201565152526228,-1.981133748847904,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6336077756108145,-1.150392486639073,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
3,2,7.058470106115779,False,False,1.2168767372370508,2.056305511960255,,False,3.201565152526228,-1.981133748847904,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6336077756108145,-1.150392486639073,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
4,3,7.058470106115779,False,False,1.1672888856865014,1.8707816061785039,,False,3.201565152526228,-1.981133748847904,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6502598922547336,-0.9688189061554511,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
5,4,7.058470106115779,False,False,1.117701034135952,1.6852577003967526,,False,3.20267232472374,-1.7866644061203778,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6669120088986524,-0.7872453256718294,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
6,5,7.058470106115779,False,False,1.0681131825854027,1.4997337946150018,,False,3.203779496921252,-1.5921950633928517,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.6835641255425715,-0.6056717451882077,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
7,6,7.058470106115779,False,False,1.0185253310348532,1.3142098888332505,,False,3.204886669118764,-1.3977257206653255,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.7002162421864906,-0.42409816470458583,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
8,7,7.058470106115779,False,False,0.9689374794843039,1.1286859830514995,,False,3.2059938413162765,-1.2032563779377994,,False,3.394272368248014,-0.2614359811519334,,False,4.908851031561971,2.196166050955935,,False,1.7168683588304094,-0.242524584220964,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
9,8,7.058470106115779,False,False,0.9193496279337545,0.9431620772697482,,False,3.2071010135137885,-1.008787035210273,,False,3.394272368248014,-0.2614359811519334,,False,4.891312946276919,2.004931926902591,,False,1.7335204754743285,-0.06095100373734241,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
10,9,7.058470106115779,False,False,0.8697617763832051,0.7576381714879972,,False,3.2082081857113005,-0.8143176924827469,,False,3.394272368248014,-0.2614359811519334,,False,4.873774860991868,1.8136978028492474,,False,1.7501725921182476,0.12062257674627963,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
11,10,7.058470106115779,False,False,0.8201739248326557,0.5721142657062461,,True,3.2093153579088125,-0.6198483497552205,,False,3.394272368248014,-0.2614359811519334,,False,4.856236775706816,1.6224636787959037,,False,1.7668247087621665,0.30219615722990123,,False,6.7215771434552245,-1.4333357423149615,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
12,11,7.058470106115779,False,False,0.8201739248326557,0.5721142657062461,,True,3.2104225301063245,-0.4253790070276946,,False,3.394272368248014,-0.2614359811519334,,False,4.838698690421764,1.43122955474256,,False,1.7834768254060855,0.483769737713523,,True,6.648362919395487,-1.2639287974328388,,False,5.4755101808256175,-1.2462895243906795,,False,59,evaluation_states_K7_n10000.csv
13,12,7.058470106115779,False,False,0.8201739248326557,0.5721142657062461,,True,3.211529702303837,-0.23090966430016824,,False,3.394272368248014,-0.2614359811519334,,False,4.821160605136713,1.2399954306892165,,False,1.9286612968367838,0.47045486697786665,,True,6.575148695335749,-1.094521852550716,,False,5.510495365915474,-1.050717614928907,,False,59,evaluation_states_K7_n10000.csv
14,13,7.058470106115779,False,False,0.8201739248326557,0.5721142657062461,,True,3.212636874501349,-0.0364403215726421,,False,3.5279967235615795,-0.12432993743968718,,False,4.803622519851661,1.0487613066358727,,False,2.073845768267482,0.4571399962422103,,True,6.501934471276012,-0.9251149076685932,,False,5.545480551005329,-0.8551457054671344,,False,59,evaluation_states_K7_n10000.csv
