idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,file_idx,file
1,0,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,2.238111453973336,0.6930770195238286,,False,2.437115605214031,2.578746057644544,,False,4.498573934577789,-2.8898874515072603,,False,19,evaluation_states_K5_n10000.csv
2,1,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,2.058958787328094,0.6194848722038008,,False,2.437115605214031,2.578746057644544,,False,4.498573934577789,-2.8898874515072603,,False,19,evaluation_states_K5_n10000.csv
3,2,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.8798061206828516,0.545892724883773,,False,2.431186378026825,2.393491745654482,,False,4.498573934577789,-2.8898874515072603,,False,19,evaluation_states_K5_n10000.csv
4,3,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.7006534540376093,0.4723005775637452,,False,2.425257150839619,2.2082374336644204,,False,4.498573934577789,-2.8898874515072603,,False,19,evaluation_states_K5_n10000.csv
5,4,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.5215007873923667,0.39870843024371744,,False,2.419327923652413,2.022983121674359,,False,4.498573934577789,-2.8898874515072603,,False,19,evaluation_states_K5_n10000.csv
6,5,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.3423481207471242,0.3251162829236896,,False,2.4133986964652068,1.8377288096842972,,False,4.504020397986645,-2.693039518400047,,False,19,evaluation_states_K5_n10000.csv
7,6,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.163195454101882,0.2515241356036618,,False,2.4074694692780003,1.6524744976942354,,False,4.509466861395501,-2.4961915852928342,,False,19,evaluation_states_K5_n10000.csv
8,7,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,0.9840427874566394,0.177931988283634,,True,2.4015402420907943,1.4672201857041738,,False,4.514913324804357,-2.299343652185621,,False,19,evaluation_states_K5_n10000.csv
9,8,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.138439939458527,0.2386671401495035,,True,2.3956110149035883,1.2819658737141122,,False,4.520359788213213,-2.1024957190784077,,False,19,evaluation_states_K5_n10000.csv
10,9,6.543395976289478,False,False,0.9769044200313696,2.0485017541356725,,False,5.229466416637782,-0.1548305076177691,,False,1.2928370914604146,0.299402292015373,,True,2.3896817877163823,1.0967115617240504,,False,4.525806251622069,-1.9056477859711949,,False,19,evaluation_states_K5_n10000.csv
