idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,file_idx,file
1,0,6.469282022568796,False,False,0.2639677541054643,-0.8361904324131516,,True,4.391365674433458,3.2969760455156245,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
2,1,6.469282022568796,False,False,0.4591449076927105,-0.8098895455612592,,True,4.391365674433458,3.2969760455156245,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
3,2,6.469282022568796,False,False,0.6543220612799567,-0.7835886587093668,,True,4.412300860182993,3.101075842662722,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
4,3,6.469282022568796,False,False,0.8494992148672029,-0.7572877718574744,,True,4.433236045932529,2.905175639809819,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
5,4,6.469282022568796,False,False,1.0446763684544491,-0.7309868850055821,,True,4.454171231682064,2.7092754369569167,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
6,5,6.469282022568796,False,False,1.2398535220416953,-0.7046859981536897,,True,4.4751064174316,2.5133752341040143,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
7,6,6.469282022568796,False,False,1.4350306756289415,-0.6783851113017973,,True,4.496041603181134,2.3174750312511114,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
8,7,6.469282022568796,False,False,1.6302078292161877,-0.6520842244499049,,True,4.51697678893067,2.121574828398209,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
9,8,6.469282022568796,False,False,1.8253849828034339,-0.6257833375980125,,True,4.537911974680205,1.9256746255453063,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
10,9,6.469282022568796,False,False,2.02056213639068,-0.59948245074612,,True,4.558847160429741,1.729774422692404,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
11,10,6.469282022568796,False,False,2.2157392899779262,-0.5731815638942277,,True,4.579782346179276,1.5338742198395012,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
12,11,6.469282022568796,False,False,2.4109164435651724,-0.5468806770423353,,True,4.600717531928812,1.3379740169865986,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
13,12,6.469282022568796,False,False,2.6060935971524186,-0.520579790190443,,True,4.621652717678347,1.142073814133696,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
14,13,6.469282022568796,False,False,2.801270750739665,-0.49427890333855057,,True,4.6425879034278825,0.9461736112807935,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
15,14,6.469282022568796,False,False,2.996447904326911,-0.46797801648665815,,True,4.663523089177418,0.750273408427891,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
16,15,6.469282022568796,False,False,3.191625057914157,-0.44167712963476574,,True,4.6844582749269525,0.5543732055749881,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
17,16,6.469282022568796,False,False,3.3868022115014034,-0.41537624278287344,,True,4.705393460676488,0.3584730027220857,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
18,17,6.469282022568796,False,False,3.5819793650886496,-0.389075355930981,,True,4.7263286464260235,0.16257279986918327,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
19,18,6.469282022568796,False,False,3.7771565186758957,-0.3627744690790886,,True,4.747263832175559,-0.03332740298371917,,False,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
20,19,6.469282022568796,False,False,3.7771565186758957,-0.3627744690790886,,True,4.768199017925094,-0.2292276058366222,,True,5.503264108384908,-0.0550149485781549,,False,7,evaluation_states_K3_n10000.csv
21,20,6.469282022568796,False,False,3.7771565186758957,-0.3627744690790886,,True,4.768199017925094,-0.2292276058366222,,True,5.478239523319598,-0.13354686324246637,,True,7,evaluation_states_K3_n10000.csv
22,21,6.469282022568796,False,False,3.7771565186758957,-0.3627744690790886,,True,4.768199017925094,-0.2292276058366222,,True,5.478239523319598,-0.13354686324246637,,True,7,evaluation_states_K3_n10000.csv
