idx,sucess,R,value,budget,agent_sum_distance,air_distance,delivery_time,directed_transmission,K,file
1,True,9.047286498801027,0.9940578357396355,9.352827815558728,24.599999999999945,12.796733601700968,31,True,7,evaluation_states_K7_n10000.csv
2,True,9.164907422189737,-0.27871517886477815,9.42292066292512,16.799999999999972,6.3472139970463575,21,True,7,evaluation_states_K7_n10000.csv
3,True,7.766465036080541,0.9887881905858977,8.610766945518854,25.79999999999995,6.030123312416002,36,True,7,evaluation_states_K7_n10000.csv
4,True,10.307301318226884,-1.8216989048423766,10.120741550903706,31.199999999999932,6.991718001634073,35,True,7,evaluation_states_K7_n10000.csv
5,True,10.241097408425196,-1.3396632141082216,10.079457880199154,25.99999999999994,7.136917912539081,30,True,7,evaluation_states_K7_n10000.csv
6,True,8.252191435279752,4.1562036146373575,8.887606154267429,19.199999999999967,4.534311612770398,30,True,7,evaluation_states_K7_n10000.csv
7,True,7.751298970261873,4.323807224583849,8.602213011220812,18.39999999999997,5.605049193108172,22,True,7,evaluation_states_K7_n10000.csv
8,True,10.620010283272517,4.283061764956208,10.317144707208051,24.199999999999946,6.8150974172502155,36,True,7,evaluation_states_K7_n10000.csv
9,True,8.005070312684328,5.117226267937146,8.7460615796156,18.399999999999967,6.792145495693042,19,True,7,evaluation_states_K7_n10000.csv
10,True,10.18618444187372,1.3292140530310208,10.045293806508994,28.99999999999993,5.945984710289957,38,True,7,evaluation_states_K7_n10000.csv
11,True,10.538086126472452,-2.563413464881436,10.265466724637637,18.999999999999968,8.802783585257114,26,True,7,evaluation_states_K7_n10000.csv
12,True,10.661233074461233,1.0768615109938295,10.34320826500477,26.799999999999937,6.334832253479783,38,True,7,evaluation_states_K7_n10000.csv
13,True,8.000073359728045,4.885333380884978,8.74321437147021,16.59999999999997,6.826706613377413,22,True,7,evaluation_states_K7_n10000.csv
14,True,7.711303134268423,2.255112055189782,8.579680762507595,17.799999999999972,6.866396206664726,18,True,7,evaluation_states_K7_n10000.csv
