idx,sucess,R,value,budget,agent_sum_distance,air_distance,delivery_time,directed_transmission,K,file
1,True,5.047286498801027,1.5917570736902298,2.613929160223003,4.000000000000002,4.406939995760348,20,True,3,evaluation_states_K3_n10000.csv
2,True,4.813991557922606,1.5918780929768839,2.5259746037908895,4.600000000000001,2.0140320444569535,23,True,3,evaluation_states_K3_n10000.csv
3,True,5.064274342191515,1.619189268959739,2.620372708075125,4.400000000000001,2.522238343787645,17,True,3,evaluation_states_K3_n10000.csv
4,True,6.359526084125635,1.4409595766441348,3.1272402964009944,7.600000000000003,2.13740634314299,38,True,3,evaluation_states_K3_n10000.csv
5,True,6.506148385666322,-0.6617531507799232,3.186554781592631,5.200000000000001,3.6319631052654553,27,True,3,evaluation_states_K3_n10000.csv
6,True,4.690867627781749,1.4581198400937092,2.4799577394175834,4.800000000000002,1.5096170165178517,24,True,3,evaluation_states_K3_n10000.csv
7,True,3.658029065896405,1.4069862155003634,2.104880109087879,3.200000000000001,1.675635103630292,14,True,3,evaluation_states_K3_n10000.csv
8,True,6.469282022568796,1.9206730409353723,3.1716038122490366,5.200000000000003,2.185076307418927,26,True,3,evaluation_states_K3_n10000.csv
9,True,4.504954005712377,1.4489564532961225,2.4110000386681767,4.200000000000001,1.2599938850875378,21,True,3,evaluation_states_K3_n10000.csv
10,True,4.252191435279751,1.1589560220527693,2.3182632202723488,4.800000000000002,1.085857555097283,27,True,3,evaluation_states_K3_n10000.csv
11,True,5.024259690117492,1.5588871748412552,2.605203454759215,5.000000000000003,1.843154323868284,20,True,3,evaluation_states_K3_n10000.csv
12,True,3.9275995138485538,1.5057004298736403,2.200889897587767,3.6000000000000005,1.050897884261098,18,True,3,evaluation_states_K3_n10000.csv
13,True,5.566054358022413,1.8356038621255686,2.813084793775977,4.200000000000002,2.526344855648055,21,True,3,evaluation_states_K3_n10000.csv
14,True,6.99610352929575,1.6405705126349859,3.3876187766351356,7.800000000000005,1.8529579972089976,39,True,3,evaluation_states_K3_n10000.csv
15,True,5.248206360398838,1.661972352533739,2.690477382668415,4.600000000000002,2.1339285398715298,23,True,3,evaluation_states_K3_n10000.csv
