idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,file_idx,file
1,0,7.8032974603703344,True,False,0.0749482083343431,-1.7199935919758151,4.37561562313887,False,1.5054217445447868,0.2485713963902532,4.992651413373661,False,4.214691084026192,-3.919069706737197,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.273608216172933,3.75469005357274,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
2,1,7.8032974603703344,True,False,0.06624152992323314,-1.5201831974738136,4.768314704837595,False,1.5054217445447868,0.2485713963902532,4.992651413373661,False,4.18915233389177,-3.7207069777743915,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.273608216172933,3.75469005357274,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
3,2,7.8032974603703344,True,False,0.057534851512123175,-1.320372802971812,5.161013786536319,False,1.530960494679209,0.050208667427447395,4.992651413373661,False,4.163613583757348,-3.522344248811586,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.273608216172933,3.75469005357274,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
4,3,7.8032974603703344,True,False,0.04882817310101322,-1.1205624084698105,5.553712868235044,False,1.5564992448136312,-0.14815406153535843,4.992651413373661,False,4.138074833622926,-3.32398151984878,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.299146966307355,3.5563273246099345,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
5,4,7.8032974603703344,True,False,0.043533392055549784,-0.999051972510008,5.946411949933768,True,1.5820379949480534,-0.3465167904981642,4.992651413373661,False,4.112536083488504,-3.1256187908859743,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.324685716441778,3.357964595647129,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
6,5,7.8032974603703344,True,False,0.2418961210183556,-0.9735132223755858,0.05592572445290678,True,1.6075767450824756,-0.5448795194609699,4.992651413373661,True,4.086997333354081,-2.9272560619231687,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.3502244665762,3.159601866684323,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
7,6,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,1.7958818927018936,-0.612267733415854,4.992651413373661,True,4.061458583219659,-2.7288933329603626,3.7177432324544815,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.375763216710622,2.961239137721517,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
8,7,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,1.9841870403213115,-0.6796559473707382,4.992651413373661,True,4.035919833085237,-2.5305306039975566,4.110442314153206,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.401301966845044,2.762876408758711,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
9,8,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.1724921879407293,-0.7470441613256223,4.992651413373661,True,4.010381082950815,-2.332167875034751,4.50314139585193,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.426840716979466,2.5645136797959056,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
10,9,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.360797335560147,-0.8144323752805065,4.992651413373661,True,3.9848423328163927,-2.1338051460719454,4.895840477550655,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,False,6.4523794671138885,2.3661509508330996,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
11,10,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.549102483179565,-0.8818205892353906,4.992651413373661,True,3.9593035826819705,-1.9354424171091396,5.288539559249379,False,5.54381086254624,-1.0211042390153071,1.1444970570323192,True,6.477918217248311,2.167788221870294,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
12,11,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.7374076307989825,-0.9492088031902748,5.385350495072386,True,3.9337648325475483,-1.7370796881463337,5.681238640948104,True,5.679029907842702,-0.8737413882383441,1.1444970570323192,True,6.503456967382733,1.9694254929074881,2.2729735569157365,False,4254,evaluation_states_K5_n10000.csv
13,12,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.9257127784184003,-1.0165970171451588,5.778049576771109,True,4.079119092108395,-1.5997037833175827,6.0739377226468285,True,5.814248953139164,-0.7263785374613811,1.1444970570323192,True,6.528995717517155,1.7710627639446823,1.8802744752170124,False,4254,evaluation_states_K5_n10000.csv
14,13,7.8032974603703344,True,False,0.4402588499811614,-0.9479744722411635,0.4486248061516287,True,2.9257127784184003,-1.0165970171451588,5.778049576771109,True,4.224473351669242,-1.4623278784888316,0.1834514971659642,True,5.949467998435626,-0.5790156866844182,1.1444970570323192,True,6.554534467651577,1.5727000349818765,1.4875753935182883,False,4254,evaluation_states_K5_n10000.csv
