idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,agent11_x,agent11_y,agent11_phi,agent11_has_message,agent12_x,agent12_y,agent12_phi,agent12_has_message,agent13_x,agent13_y,agent13_phi,agent13_has_message,agent14_x,agent14_y,agent14_phi,agent14_has_message,agent15_x,agent15_y,agent15_phi,agent15_has_message,agent16_x,agent16_y,agent16_phi,agent16_has_message,agent17_x,agent17_y,agent17_phi,agent17_has_message,agent18_x,agent18_y,agent18_phi,agent18_has_message,agent19_x,agent19_y,agent19_phi,agent19_has_message,agent20_x,agent20_y,agent20_phi,agent20_has_message,file_idx,file
1,0,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,-0.4007878633381434,-1.1573674200970951,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
2,1,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,-0.21113234643224954,-1.1001637888260292,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
3,2,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,-0.021476829526355656,-1.0429601575549632,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
4,3,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,0.16817868737953823,-0.9857565262838971,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
5,4,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,0.36372496754547856,-0.9769462482997332,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
6,5,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,0.5592712477114189,-0.9681359703155693,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
7,6,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,0.7548175278773592,-0.9593256923314054,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
8,7,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,0.9503638080432996,-0.9505154143472415,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
9,8,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,1.14591008820924,-0.9417051363630776,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
10,9,22.04728649880103,False,False,8.574539734621819,12.661886354818622,,False,6.022774680906263,0.466667643444325,,False,23.813643631408038,-1.5555992967638668,,False,18.19727846913676,-1.7624665557850845,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,13.180586149800607,-0.4125065766354442,,False,1.3414563683751801,-0.9328948583789137,,True,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,15.717685523052603,1.1924344943153953,,False,2.7528351117267738,-1.34301518195809,,False,5.250552010485324,1.5079834624434885,,False,17.285479730434023,2.5868067046024854,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
