idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,agent11_x,agent11_y,agent11_phi,agent11_has_message,agent12_x,agent12_y,agent12_phi,agent12_has_message,agent13_x,agent13_y,agent13_phi,agent13_has_message,agent14_x,agent14_y,agent14_phi,agent14_has_message,agent15_x,agent15_y,agent15_phi,agent15_has_message,jammer_x,jammer_y,file_idx,file
1,0,17.73314762401303,False,True,2.683036220027483,-3.897108473824392,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,11.227918792678402,-0.358727190340403,1,evaluation_states_K15_n10000.csv
2,1,17.73314762401303,False,True,2.5696221477383916,-3.7323746029695952,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,11.143035262244627,-0.41159292840484674,1,evaluation_states_K15_n10000.csv
3,2,17.73314762401303,False,True,2.4562080754493003,-3.5676407321147985,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,11.058151731810852,-0.46445866646929046,1,evaluation_states_K15_n10000.csv
4,3,17.73314762401303,False,True,2.342794003160209,-3.4029068612600017,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.973268201377078,-0.5173244045337342,1,evaluation_states_K15_n10000.csv
5,4,17.73314762401303,False,True,2.2293799308711177,-3.238172990405205,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.888384670943303,-0.5701901425981779,1,evaluation_states_K15_n10000.csv
6,5,17.73314762401303,False,True,2.1159658585820265,-3.0734391195504083,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.803501140509528,-0.6230558806626216,1,evaluation_states_K15_n10000.csv
7,6,17.73314762401303,False,True,2.002551786292935,-2.9087052486956115,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.718617610075754,-0.6759216187270654,1,evaluation_states_K15_n10000.csv
8,7,17.73314762401303,False,True,1.8891377140038441,-2.743971377840815,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.633734079641979,-0.7287873567915091,1,evaluation_states_K15_n10000.csv
9,8,17.73314762401303,False,True,1.775723641714753,-2.579237506986018,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.548850549208204,-0.7816530948559528,1,evaluation_states_K15_n10000.csv
10,9,17.73314762401303,False,True,1.662309569425662,-2.4145036361312213,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.46396701877443,-0.8345188329203965,1,evaluation_states_K15_n10000.csv
11,10,17.73314762401303,False,True,1.548895497136571,-2.2497697652764246,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.098058002762352,-8.9660991047502,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.379083488340655,-0.8873845709848402,1,evaluation_states_K15_n10000.csv
12,11,17.73314762401303,False,True,1.4354814248474799,-2.085035894421628,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.086915149242508,-8.766409753968954,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.29419995790688,-0.940250309049284,1,evaluation_states_K15_n10000.csv
13,12,17.73314762401303,False,True,1.3220673525583888,-1.920302023566831,,False,5.850373984781907,-4.776310952997632,,False,5.882718900173103,-3.576164922979272,,False,8.452084271856005,-0.7943832103792896,,False,10.644430298273122,2.4640560329531103,,False,12.075772295722663,-8.566720403187709,,False,13.05703417236312,-7.996185860583456,,False,13.399805117956165,-1.053121746682127,,False,14.370701236581942,0.8537212348758207,,False,16.183039996553124,-6.407948041636815,,False,16.658053012758874,-6.066001132788386,,False,10.913117485891124,9.215026999468336,,False,-0.9116446724196604,1.097414730041713,,False,0.0566488564429281,4.649253485185681,,False,16.335172568506106,-4.161767152263739,,False,10.209316427473105,-0.9931160471137277,1,evaluation_states_K15_n10000.csv
