idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,jammer_x,jammer_y,file_idx,file
1,0,3.708039742071916,False,True,1.3134603959616016,0.6772487087515288,,False,2.011092800032133,0.6944257422500274,,False,4.200630041796652,1.1419188474610151,115,evaluation_states_K2_n10000.csv
2,1,3.708039742071916,False,True,1.1356995249980149,0.585591342684927,,False,2.011092800032133,0.6944257422500274,,False,4.139392434616953,1.062862187609331,115,evaluation_states_K2_n10000.csv
3,2,3.708039742071916,False,True,0.957938654034428,0.49393397661832517,,False,2.011092800032133,0.6944257422500274,,False,4.078154827437254,0.9838055277576468,115,evaluation_states_K2_n10000.csv
4,3,3.708039742071916,False,True,0.7801777830708412,0.40227661055172337,,True,1.9790025972322143,0.4970169813394232,,False,4.016917220257556,0.9047488679059628,115,evaluation_states_K2_n10000.csv
5,4,3.708039742071916,False,True,0.9791989238449947,0.38251337384933715,,True,1.9469123944322955,0.29960822042881896,,False,3.955679613077857,0.8256922080542787,115,evaluation_states_K2_n10000.csv
6,5,3.708039742071916,False,True,1.1782200646191483,0.3627501371469509,,True,1.9448021797513348,0.28662684826295504,,True,3.894442005898158,0.7466355482025946,115,evaluation_states_K2_n10000.csv
7,6,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,2.142210940661939,0.25453664546303634,,True,3.8332043987184594,0.6675788883509105,115,evaluation_states_K2_n10000.csv
8,7,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,2.339619701572543,0.22244644266311764,,True,3.7719667915387607,0.5885222284992264,115,evaluation_states_K2_n10000.csv
9,8,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,2.537028462483147,0.19035623986319894,,True,3.710729184359062,0.5094655686475423,115,evaluation_states_K2_n10000.csv
10,9,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,2.7344372233937513,0.15826603706328024,,True,3.6494915771793632,0.43040890879585825,115,evaluation_states_K2_n10000.csv
11,10,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,2.9318459843043554,0.12617583426336157,,True,3.5882539699996645,0.35135224894417416,115,evaluation_states_K2_n10000.csv
12,11,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,3.1292547452149595,0.0940856314634429,,True,3.5270163628199658,0.2722955890924901,115,evaluation_states_K2_n10000.csv
13,12,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,3.3266635061255636,0.06199542866352423,,True,3.465778755640267,0.193238929240806,115,evaluation_states_K2_n10000.csv
14,13,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,3.5240722670361677,0.029905225863605563,,True,3.4045411484605683,0.11418226938912189,115,evaluation_states_K2_n10000.csv
15,14,3.708039742071916,False,True,1.3772412053933019,0.3429869004445647,,True,3.708039742071916,0.0,,True,3.3433035412808696,0.03512560953743779,115,evaluation_states_K2_n10000.csv
