idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,jammer_x,jammer_y,file_idx,file
1,0,6.413526630515099,True,True,2.34741935743194,0.1281116252510401,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.48751469998171,0.0710482583698437,3458,evaluation_states_K3_n10000.csv
2,1,6.413526630515099,True,True,2.1477165424317417,0.11721274085874636,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.479642640229091,0.17073793022832262,3458,evaluation_states_K3_n10000.csv
3,2,6.413526630515099,True,True,1.9480137274315434,0.10631385646645261,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.4717705804764725,0.2704276020868015,3458,evaluation_states_K3_n10000.csv
4,3,6.413526630515099,True,True,1.7483109124313452,0.09541497207415886,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.463898520723854,0.3701172739452804,3458,evaluation_states_K3_n10000.csv
5,4,6.413526630515099,True,True,1.548608097431147,0.08451608768186511,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.456026460971235,0.46980694580375926,3458,evaluation_states_K3_n10000.csv
6,5,6.413526630515099,True,True,1.3489052824309486,0.07361720328957136,0.1508892491438509,False,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.448154401218616,0.5694966176622381,3458,evaluation_states_K3_n10000.csv
7,6,6.413526630515099,True,True,1.1492024674307504,0.06271831889727761,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.4402823414659975,0.669186289520717,3458,evaluation_states_K3_n10000.csv
8,7,6.413526630515099,True,True,1.3491859938932413,0.06015138617002588,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.432410281713379,0.7688759613791959,3458,evaluation_states_K3_n10000.csv
9,8,6.413526630515099,True,True,1.549169520355732,0.05758445344277416,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.42453822196076,0.8685656332376748,3458,evaluation_states_K3_n10000.csv
10,9,6.413526630515099,True,True,1.7491530468182228,0.05501752071552243,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.416666162208141,0.9682553050961537,3458,evaluation_states_K3_n10000.csv
11,10,6.413526630515099,True,True,1.9491365732807135,0.05245058798827071,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.408794102455523,1.0679449769546325,3458,evaluation_states_K3_n10000.csv
12,11,6.413526630515099,True,True,2.1491200997432043,0.04988365526101898,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.400922042702904,1.1676346488131115,3458,evaluation_states_K3_n10000.csv
13,12,6.413526630515099,True,True,2.3491036262056952,0.04731672253376726,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.393049982950285,1.2673243206715905,3458,evaluation_states_K3_n10000.csv
14,13,6.413526630515099,True,True,2.549087152668186,0.04474978980651553,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.385177923197666,1.3670139925300695,3458,evaluation_states_K3_n10000.csv
15,14,6.413526630515099,True,True,2.749070679130677,0.0421828570792638,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.377305863445048,1.4667036643885485,3458,evaluation_states_K3_n10000.csv
16,15,6.413526630515099,True,True,2.949054205593168,0.03961592435201207,0.1508892491438509,True,6.032681684175042,-0.1593148209880672,3.961266377137633,False,6.37413973283811,1.1968370397865913,1.0061807693250946,False,5.369433803692429,1.5663933362470275,3458,evaluation_states_K3_n10000.csv
17,16,6.413526630515099,True,True,3.149037732055659,0.03704899162476034,0.1508892491438509,True,5.834329461794518,-0.13369459700959443,3.961266377137633,False,6.248312694771695,1.041377860284598,1.0061807693250946,False,5.377305863445048,1.4667036643885485,3458,evaluation_states_K3_n10000.csv
18,17,6.413526630515099,True,True,3.34902125851815,0.034482058897508605,0.1508892491438509,True,5.635977239413993,-0.10807437303112166,3.961266377137633,False,6.12248565670528,0.8859186807826047,1.0061807693250946,False,5.385177923197666,1.3670139925300695,3458,evaluation_states_K3_n10000.csv
19,18,6.413526630515099,True,True,3.549004784980641,0.03191512617025687,0.1508892491438509,True,5.437625017033469,-0.08245414905264886,4.353965458836357,False,5.996658618638865,0.7304595012806114,1.0061807693250946,False,5.393049982950285,1.2673243206715905,3458,evaluation_states_K3_n10000.csv
20,19,6.413526630515099,True,True,3.748988311443132,0.029348193443005145,0.1508892491438509,True,5.239272794652944,-0.056833925074176055,4.746664540535081,False,5.87083158057245,0.5750003217786182,1.0061807693250946,False,5.400922042702904,1.1676346488131115,3458,evaluation_states_K3_n10000.csv
21,20,6.413526630515099,True,True,3.948971837905623,0.026781260715753416,0.1508892491438509,True,5.0409205722724195,-0.03121370109570323,5.139363622233805,False,5.7450045425060345,0.41954114227662476,1.0061807693250946,False,5.408794102455523,1.0679449769546325,3458,evaluation_states_K3_n10000.csv
22,21,6.413526630515099,True,True,4.148955364368113,0.024214327988501688,0.1508892491438509,True,4.842568349891895,-0.005593477117230385,5.53206270393253,False,5.6191775044396195,0.26408196277463136,1.0061807693250946,False,5.416666162208141,0.9682553050961537,3458,evaluation_states_K3_n10000.csv
23,22,6.413526630515099,True,True,4.148955364368113,0.024214327988501688,0.1508892491438509,True,4.6628652779795,0.01761792377739982,5.924761785631254,True,5.4933504663732045,0.10862278327263791,1.0061807693250946,False,5.42453822196076,0.8685656332376748,3458,evaluation_states_K3_n10000.csv
24,23,6.413526630515099,True,True,4.148955364368113,0.024214327988501688,0.1508892491438509,True,4.862855151180768,0.015605309323320158,0.03427556015039279,True,5.413577264508759,0.010063072270398297,0.6134816876263705,True,5.432410281713379,0.7688759613791959,3458,evaluation_states_K3_n10000.csv
25,24,6.413526630515099,True,True,4.148955364368113,0.024214327988501688,0.1508892491438509,True,5.062845024382036,0.013592694869240496,0.4269746418491156,True,5.613567137710027,0.008050457816318638,0.2207826059276463,True,5.4402823414659975,0.669186289520717,3458,evaluation_states_K3_n10000.csv
26,25,6.413526630515099,True,True,4.148955364368113,0.024214327988501688,0.1508892491438509,True,5.062845024382036,0.013592694869240496,0.4269746418491156,True,5.813557010911295,0.006037843362238978,6.111268831408509,True,5.448154401218616,0.5694966176622381,3458,evaluation_states_K3_n10000.csv
