idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,agent11_x,agent11_y,agent11_phi,agent11_has_message,agent12_x,agent12_y,agent12_phi,agent12_has_message,agent13_x,agent13_y,agent13_phi,agent13_has_message,agent14_x,agent14_y,agent14_phi,agent14_has_message,agent15_x,agent15_y,agent15_phi,agent15_has_message,agent16_x,agent16_y,agent16_phi,agent16_has_message,agent17_x,agent17_y,agent17_phi,agent17_has_message,agent18_x,agent18_y,agent18_phi,agent18_has_message,agent19_x,agent19_y,agent19_phi,agent19_has_message,agent20_x,agent20_y,agent20_phi,agent20_has_message,file_idx,file
1,0,22.04728649880103,True,False,-0.4007878633381434,-1.1573674200970951,4.2932182483878645,False,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
2,1,22.04728649880103,True,False,-0.2093081188442987,-1.0996135678569896,4.2932182483878645,False,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
3,2,22.04728649880103,True,False,-0.01782837435045395,-1.041859715616884,4.2932182483878645,False,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
4,3,22.04728649880103,True,False,0.16817868737953823,-0.9857565262838971,4.2932182483878645,True,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
5,4,22.04728649880103,True,False,0.36797600334960184,-0.9767547191787335,4.2932182483878645,True,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
6,5,22.04728649880103,True,False,0.5677733193196655,-0.9677529120735698,4.2932182483878645,True,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.250552010485324,1.5079834624434885,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
7,6,22.04728649880103,True,False,0.767570635289729,-0.9587511049684062,4.685917330086589,True,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.247398140201975,1.3080083312340407,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
8,7,22.04728649880103,True,False,0.9673679512597926,-0.9497492978632425,5.078616411785314,True,2.759934979449905,-1.5005984869825308,5.411603808499792,False,5.244244269918626,1.108033200024593,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
9,8,22.04728649880103,True,False,1.1671652672298563,-0.9407474907580788,5.471315493484038,True,2.7509331723447414,-1.3008011710124672,5.411603808499792,False,5.241090399635278,0.9080580688151453,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
10,9,22.04728649880103,True,False,1.36696258319992,-0.9317456836529151,5.864014575182763,True,2.741931365239578,-1.1010038550424035,5.411603808499792,False,5.237936529351929,0.7080829376056976,5.507445005402515,False,6.022774680906263,0.466667643444325,3.725558292976942,False,13.180586149800607,-0.4125065766354442,5.149866558942051,False,15.717685523052603,1.1924344943153953,5.373549559144173,False,17.285479730434023,2.5868067046024854,2.965096214990393,False,18.19727846913676,-1.7624665557850845,5.27713123271619,False,23.813643631408038,-1.5555992967638668,1.6342404620574311,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,0,evaluation_states_K20_n10000.csv
