idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,jammer_x,jammer_y,file
1,0,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,2.370367069871409,-2.1705383879268867,,False,1.172496179830024,2.948372732655883,,False,3.989612374797684,-2.168817599004329,,False,2.4717334678921823,-2.6914543746736226,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0543175088245307,-2.488374730284896,,False,,,evaluation_states_K8_n10000.csv
2,1,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,2.2219255362633796,-2.0346108975587196,,False,1.172496179830024,2.948372732655883,,False,3.989612374797684,-2.168817599004329,,False,2.4717334678921823,-2.6914543746736226,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0543175088245307,-2.488374730284896,,False,,,evaluation_states_K8_n10000.csv
3,2,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,2.0734840026553507,-1.8986834071905525,,False,1.172496179830024,2.948372732655883,,False,3.989612374797684,-2.168817599004329,,False,2.4717334678921823,-2.6914543746736226,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0543175088245307,-2.488374730284896,,False,,,evaluation_states_K8_n10000.csv
4,3,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,1.9250424690473216,-1.7627559168223854,,False,1.172496179830024,2.948372732655883,,False,3.989612374797684,-2.168817599004329,,False,2.4717334678921823,-2.6914543746736226,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0543175088245307,-2.488374730284896,,False,,,evaluation_states_K8_n10000.csv
5,4,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,1.7766009354392924,-1.6268284264542183,,False,1.172496179830024,2.948372732655883,,False,3.989612374797684,-2.168817599004329,,False,2.470325783429946,-2.4751758611659445,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0543175088245307,-2.488374730284896,,False,,,evaluation_states_K8_n10000.csv
6,5,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,1.628159401831263,-1.4909009360860512,,False,1.172496179830024,2.948372732655883,,False,3.927445741661074,-1.9773660479423019,,False,2.46891809896771,-2.258897347658266,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.036209124830431,-2.275994821094153,,False,,,evaluation_states_K8_n10000.csv
7,6,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,1.4797178682232341,-1.3549734457178841,,False,1.172496179830024,2.948372732655883,,False,3.8652791085244638,-1.7859144968802747,,False,2.4675104145054734,-2.0426188341505878,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,2.0181007408363314,-2.06361491190341,,False,,,evaluation_states_K8_n10000.csv
8,7,8.658029065896406,False,False,6.831788990054326,1.9646589957197016,,False,1.3312763346152048,-1.219045955349717,,False,1.172496179830024,2.948372732655883,,False,3.8031124753878536,-1.5944629458182473,,False,2.466102730043237,-1.8263403206429096,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,1.9999923568422315,-1.8512350027126667,,False,,,evaluation_states_K8_n10000.csv
9,8,8.658029065896406,False,False,6.84973766466082,1.7541522003997325,,False,1.1828348010071756,-1.08311846498155,,False,1.172496179830024,2.948372732655883,,False,3.7409458422512434,-1.4030113947562202,,False,2.464695045581001,-1.6100618071352315,,False,3.968993206024502,0.1660358835693035,,False,6.1180329870064085,-1.9705656419017492,,False,1.981883972848132,-1.6388550935219237,,False,,,evaluation_states_K8_n10000.csv
10,9,8.658029065896406,False,False,6.867686339267314,1.5436454050797637,,False,1.0343932673991465,-0.9471909746133829,,False,1.172496179830024,2.948372732655883,,False,3.678779209114633,-1.2115598436941928,,False,2.463287361118765,-1.3937832936275534,,False,3.968993206024502,0.1660358835693035,,False,6.099473807322449,-1.7528986818230092,,False,1.9637755888540323,-1.4264751843311805,,False,,,evaluation_states_K8_n10000.csv
11,10,8.658029065896406,False,False,6.885635013873808,1.3331386097597946,,False,0.8859517337911174,-0.8112634842452158,,False,1.172496179830024,2.948372732655883,,False,3.616612575978023,-1.0201082926321656,,False,2.4618796766565287,-1.1775047801198752,,False,3.968993206024502,0.1660358835693035,,False,6.080914627638488,-1.5352317217442695,,False,1.9456672048599326,-1.2140952751404375,,False,,,evaluation_states_K8_n10000.csv
12,11,8.658029065896406,False,False,6.9035836884803015,1.1226318144398255,,False,0.7375102001830882,-0.6753359938770487,,False,1.172496179830024,2.948372732655883,,False,3.554445942841413,-0.8286567415701385,,False,2.460471992194292,-0.9612262666121967,,False,4.121494601573003,-0.009575338671030165,,False,6.062355447954528,-1.3175647616655295,,False,1.9275588208658327,-1.0017153659496945,,False,,,evaluation_states_K8_n10000.csv
