idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,jammer_x,jammer_y,file_idx,file
1,0,12.015211800778118,False,True,3.8626409219432425,2.505150239647015,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.455762377593232,0.8482814037785054,5,evaluation_states_K10_n10000.csv
2,1,12.015211800778118,False,True,3.694841791095266,2.3963226159172666,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.5009130176680134,0.7590546157558633,5,evaluation_states_K10_n10000.csv
3,2,12.015211800778118,False,True,3.5270426602472895,2.287494992187518,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.546063657742795,0.6698278277332212,5,evaluation_states_K10_n10000.csv
4,3,12.015211800778118,False,True,3.359243529399313,2.1786673684577695,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.5912142978175767,0.5806010397105792,5,evaluation_states_K10_n10000.csv
5,4,12.015211800778118,False,True,3.1914443985513365,2.069839744728021,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.6363649378923584,0.4913742516879371,5,evaluation_states_K10_n10000.csv
6,5,12.015211800778118,False,True,3.0236452677033605,1.9610121209982723,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.68151557796714,0.40214746366529497,5,evaluation_states_K10_n10000.csv
7,6,12.015211800778118,False,True,2.8558461368553845,1.8521844972685235,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.62143667531429,5.050003386445175,,False,6.929855834325811,0.154901608384786,,False,6.472150392125751,-6.842408313372268,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.7266662180419217,0.31292067564265286,5,evaluation_states_K10_n10000.csv
8,7,12.015211800778118,False,True,2.6880470060074084,1.7433568735387748,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.611710765707388,4.85024000971581,,False,6.929855834325811,0.154901608384786,,False,6.481876301732654,-6.642644936642903,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.7718168581167033,0.22369388762001075,5,evaluation_states_K10_n10000.csv
9,8,12.015211800778118,False,True,2.5202478751594324,1.634529249809026,,False,2.255696613886102,1.3026875718498607,,False,2.9742791963050013,-2.373813183477519,,False,5.6019848561004855,4.650476632986445,,False,6.929855834325811,0.154901608384786,,False,6.491602211339556,-6.442881559913538,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.816967498191485,0.13446709959736863,5,evaluation_states_K10_n10000.csv
10,9,12.015211800778118,False,True,2.352448744311456,1.5257016260792775,,False,2.255696613886102,1.3026875718498607,,False,2.9876802116420365,-2.1742626565728362,,False,5.592258946493583,4.45071325625708,,False,6.929855834325811,0.154901608384786,,False,6.501328120946459,-6.243118183184173,,False,8.158066134861128,-5.853335832088492,,False,10.149828141728378,-5.773857872641018,,False,6.939849317544163,-0.0057059247629064,,False,2.730736101127598,-3.503502960095109,,False,3.8621181382662666,0.045240311574726536,5,evaluation_states_K10_n10000.csv
