idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,agent11_x,agent11_y,agent11_phi,agent11_has_message,agent12_x,agent12_y,agent12_phi,agent12_has_message,agent13_x,agent13_y,agent13_phi,agent13_has_message,agent14_x,agent14_y,agent14_phi,agent14_has_message,agent15_x,agent15_y,agent15_phi,agent15_has_message,agent16_x,agent16_y,agent16_phi,agent16_has_message,agent17_x,agent17_y,agent17_phi,agent17_has_message,agent18_x,agent18_y,agent18_phi,agent18_has_message,agent19_x,agent19_y,agent19_phi,agent19_has_message,agent20_x,agent20_y,agent20_phi,agent20_has_message,jammer_x,jammer_y,file_idx,file
1,0,22.04728649880103,False,True,-0.4007878633381434,-1.1573674200970951,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.236393583003256,0.659728150526079,0,evaluation_states_K20_n10000.csv
2,1,22.04728649880103,False,True,-0.3353423208270051,-0.9683783173281186,,False,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.205502930910566,0.5646189101059789,0,evaluation_states_K20_n10000.csv
3,2,22.04728649880103,False,True,-0.2698967783158668,-0.779389214559142,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.174612278817875,0.46950966968587876,0,evaluation_states_K20_n10000.csv
4,3,22.04728649880103,False,True,-0.06991148731778346,-0.7818147834433309,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.143721626725185,0.37440042926577866,0,evaluation_states_K20_n10000.csv
5,4,22.04728649880103,False,True,0.13007380368029983,-0.7842403523275198,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.112830974632494,0.27929118884567855,0,evaluation_states_K20_n10000.csv
6,5,22.04728649880103,False,True,0.3300590946783831,-0.7866659212117086,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.081940322539804,0.18418194842557845,0,evaluation_states_K20_n10000.csv
7,6,22.04728649880103,False,True,0.5300443856764665,-0.7890914900958975,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.051049670447114,0.08907270800547834,0,evaluation_states_K20_n10000.csv
8,7,22.04728649880103,False,True,0.7300296766745498,-0.7915170589800864,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,14.020159018354423,-0.006036532414621765,0,evaluation_states_K20_n10000.csv
9,8,22.04728649880103,False,True,0.930014967672633,-0.7939426278642753,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.989268366261733,-0.10114577283472187,0,evaluation_states_K20_n10000.csv
10,9,22.04728649880103,False,True,1.1300002586707163,-0.7963681967484642,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.958377714169043,-0.19625501325482198,0,evaluation_states_K20_n10000.csv
11,10,22.04728649880103,False,True,1.3299855496687996,-0.798793765632653,,True,2.759934979449905,-1.5005984869825308,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.927487062076352,-0.2913642536749221,0,evaluation_states_K20_n10000.csv
12,11,22.04728649880103,False,True,1.5299708406668828,-0.8012193345168419,,True,2.7514958785066033,-1.3007766123659894,,False,5.250552010485324,1.5079834624434885,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.896596409983662,-0.3864734940950222,0,evaluation_states_K20_n10000.csv
13,12,22.04728649880103,False,True,1.729956131664966,-0.8036449034010309,,True,2.7430567775633015,-1.100954737749448,,False,5.24671331315175,1.308020304829939,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.865705757890971,-0.4815827345151223,0,evaluation_states_K20_n10000.csv
14,13,22.04728649880103,False,True,1.9299414226630494,-0.8060704722852198,,True,2.73461767662,-0.9011328631329066,,False,5.242874615818176,1.1080571472163896,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.834815105798281,-0.5766919749352224,0,evaluation_states_K20_n10000.csv
15,14,22.04728649880103,False,True,1.9299414226630494,-0.8060704722852198,,True,2.731013231895838,-0.8157864611200917,,True,5.239035918484602,0.9080939896028402,,False,6.022774680906263,0.466667643444325,,False,13.180586149800607,-0.4125065766354442,,False,15.717685523052603,1.1924344943153953,,False,17.285479730434023,2.5868067046024854,,False,18.19727846913676,-1.7624665557850845,,False,23.813643631408038,-1.5555992967638668,,False,8.574539734621819,12.661886354818622,,False,9.66601705858005,-8.499098278503652,,False,-0.6097693464608902,-3.0827328543359727,,False,9.600674042751107,8.341513239524524,,False,16.244423564762325,8.301611595626243,,False,18.26778719919072,6.456932833819974,,False,5.6017122906381,-5.319996186175427,,False,12.98369504170655,-11.581243297498448,,False,5.499867189455264,-4.748042500218028,,False,18.75604276175442,-4.423518197132936,,False,3.793405828081252,-8.889873348908676,,False,13.80392445370559,-0.6718012153553226,0,evaluation_states_K20_n10000.csv
