idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,jammer_x,jammer_y,file
11,10,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.672261302034261,1.842205673993412,,False,7.707095553216422,-6.836103796478036,,False,4.610618259589133,2.3033962375391113,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,2.141701817910101,1.1377825491070483,,True,7.568554890795157,5.13119543907491,,False,5.93089717820799,1.196387982244177,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
12,11,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.661172030397487,1.6538596341416008,,False,7.707095553216422,-6.836103796478036,,False,4.5995074620968435,2.1146845912008185,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,2.3407368418631957,1.1248499605363447,,True,7.568554890795157,5.13119543907491,,False,5.93089717820799,1.196387982244177,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
13,12,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.650082758760712,1.46551359428979,,False,7.707095553216422,-6.836103796478036,,False,4.588396664604554,1.9259729448625262,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,2.5397718658162907,1.111917371965641,,True,7.568554890795157,5.13119543907491,,False,5.93089717820799,1.196387982244177,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
14,13,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.638993487123939,1.2771675544379788,,False,7.707095553216422,-6.836103796478036,,False,4.577285867112264,1.737261298524234,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,2.738806889769386,1.0989847833949373,,True,7.568554890795157,5.13119543907491,,False,5.93089717820799,1.196387982244177,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
15,14,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.627904215487164,1.088821514586168,,False,7.707095553216422,-6.836103796478036,,False,4.566175069619974,1.5485496521859412,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,2.937841913722481,1.0860521948242337,,True,7.568554890795157,5.13119543907491,,False,5.93089717820799,1.196387982244177,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
16,15,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.61681494385039,0.9004754747343566,,False,7.707095553216422,-6.836103796478036,,False,4.555064272127685,1.3598380058476485,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.1368769376755763,1.07311960625353,,True,7.568554890795157,5.13119543907491,,False,5.921083732666013,1.029711245874644,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
17,16,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.605725672213615,0.7121294348825458,,False,7.707095553216422,-6.836103796478036,,False,4.543953474635394,1.1711263595093562,,False,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.335911961628671,1.0601870176828263,,True,7.568554890795157,5.13119543907491,,False,5.911270287124035,0.8630345095051108,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
18,17,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.5946364005768405,0.5237833950307347,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,5.901456841582058,0.6963577731355779,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
19,18,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.742088541820036,0.505365635112338,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,5.89164339604008,0.5296810367660448,,False,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
20,19,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,5.881829950498103,0.3630043003965119,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
21,20,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,6.0805678471290125,0.3513031862026838,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
22,21,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,6.279305743759922,0.3396020720088557,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
23,22,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,6.4780436403908315,0.32790095781502765,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
24,23,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,6.676781537021741,0.3161998436211996,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
25,24,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,6.87551943365265,0.30449872942737155,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
26,25,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,7.07425733028356,0.2927976152335435,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
27,26,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,7.272995226914469,0.2810965010397154,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
28,27,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,7.471733123545379,0.2693953868458873,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
29,28,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,7.670471020176287,0.25769427265205924,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
30,29,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,7.869208916807197,0.2459931584582312,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
31,30,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,8.067946813438105,0.23429204426440312,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
32,31,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,8.266684710069015,0.22259093007057504,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
33,32,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,8.465422606699924,0.210889815876747,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
34,33,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,8.664160503330834,0.19918870168291894,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
35,34,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,8.862898399961743,0.18748758748909086,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
36,35,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,9.061636296592653,0.17578647329526279,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
37,36,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,9.260374193223562,0.1640853591014347,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
38,37,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,9.459112089854472,0.15238424490760666,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
39,38,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,9.657849986485381,0.14068313071377858,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
40,39,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,9.85658788311629,0.1289820165199505,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
41,40,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,10.0553257797472,0.11728090232612243,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
42,41,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,10.25406367637811,0.10557978813229435,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
43,42,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,10.452801573009019,0.09387867393846633,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
44,43,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,10.651539469639928,0.0821775597446382,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
45,44,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,10.850277366270838,0.07047644555081017,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
46,45,12.047286498801029,False,False,-0.8220048756483083,-1.6727886546183703,,False,4.889540683063231,0.4869478751939414,,True,7.707095553216422,-6.836103796478036,,False,4.532842677143105,0.9824147131710634,,True,1.1945297757640003,0.8170566184796897,,True,10.402211710964558,4.9066352304822525,,False,3.534946985581766,1.0472544291121226,,True,7.568554890795157,5.13119543907491,,False,11.049015262901747,0.0587753313569821,,True,6.038020258660906,-6.2745813580118845,,False,,,evaluation_states_K10_n10000.csv
