idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,file_idx,file
1,0,13.66919081916361,True,False,5.206479375701742,-0.1115647451876758,5.373549559144173,False,4.161392344990322,-5.999401806078149,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
2,1,13.66919081916361,True,False,5.006525276065137,-0.1072801170223751,5.373549559144173,False,4.161392344990322,-5.999401806078149,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
3,2,13.66919081916361,True,False,4.806571176428532,-0.1029954888570744,5.373549559144173,False,4.161392344990322,-5.999401806078149,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
4,3,13.66919081916361,True,False,4.6066170767919274,-0.09871086069177369,5.373549559144173,False,4.161392344990322,-5.999401806078149,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
5,4,13.66919081916361,True,False,4.406662977155323,-0.09442623252647299,5.373549559144173,False,4.161054158875145,-5.799402092002975,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
6,5,13.66919081916361,True,False,4.206708877518718,-0.09014160436117229,5.373549559144173,False,4.160715972759968,-5.599402377927801,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
7,6,13.66919081916361,True,False,4.006754777882113,-0.08585697619587158,5.373549559144173,False,4.1603777866447915,-5.3994026638526265,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
8,7,13.66919081916361,True,False,3.806800678245509,-0.08157234803057088,5.373549559144173,False,4.160039600529615,-5.199402949777452,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
9,8,13.66919081916361,True,False,3.606846578608905,-0.07728771986527018,5.373549559144173,False,4.159701414414438,-4.999403235702278,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
10,9,13.66919081916361,True,False,3.4068924789723005,-0.07300309169996948,5.373549559144173,False,4.159363228299261,-4.799403521627104,1.721896808793956,False,6.948117205409297,-5.961760226358883,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
11,10,13.66919081916361,True,False,3.2069383793356963,-0.06871846353466877,5.373549559144173,False,4.159025042184084,-4.59940380755193,1.721896808793956,False,6.932481494147176,-5.7623723517693595,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
12,11,13.66919081916361,True,False,3.006984279699092,-0.06443383536936807,5.373549559144173,False,4.158686856068908,-4.399404093476756,1.721896808793956,False,6.916845782885055,-5.562984477179836,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.099694085891793,5.895202343573636,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
13,12,13.66919081916361,True,False,2.8070301800624877,-0.06014920720406736,5.373549559144173,False,4.158348669953731,-4.199404379401582,1.721896808793956,False,6.901210071622934,-5.363596602590313,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.11260646339224,5.695619602568092,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
14,13,13.66919081916361,True,False,2.6070760804258835,-0.055864579038766654,5.373549559144173,False,4.158010483838554,-3.999404665326407,1.721896808793956,False,6.885574360360813,-5.16420872800079,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.125518840892687,5.496036861562549,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
15,14,13.66919081916361,True,False,2.407121980789279,-0.051579950873465945,5.373549559144173,False,4.157672297723377,-3.7994049512512325,1.721896808793956,False,6.8699386490986925,-4.9648208534112666,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.138431218393134,5.296454120557005,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
16,15,13.66919081916361,True,False,2.207167881152675,-0.047295322708165236,5.373549559144173,False,4.1573341116082005,-3.599405237176058,1.721896808793956,False,6.854302937836572,-4.765432978821743,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.15134359589358,5.0968713795514615,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
17,16,13.66919081916361,True,False,2.0072137815160707,-0.04301069454286453,5.373549559144173,False,4.156995925493024,-3.3994055231008833,1.721896808793956,False,6.838667226574451,-4.56604510423222,5.411603808499792,False,7.702204567271975,-1.8550441537126965,2.965096214990393,False,8.18608359513752,-3.958395240354063,4.523324060962534,False,9.164255973394027,4.897288638545918,4.057184043615356,False,10.160244958524654,4.453898261652265,5.507445005402515,False,11.936876248663626,2.8701723235782564,1.771090623316595,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,1,evaluation_states_K10_n10000.csv
