idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,file_idx,file
1,0,13.66919081916361,False,False,5.206479375701742,-0.1115647451876758,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161392344990322,-5.999401806078149,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
2,1,13.66919081916361,False,False,5.015265335814527,-0.10746739953489524,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161392344990322,-5.999401806078149,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
3,2,13.66919081916361,False,False,4.824051295927313,-0.10337005388211468,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161392344990322,-5.999401806078149,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
4,3,13.66919081916361,False,False,4.632837256040098,-0.09927270822933412,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161392344990322,-5.999401806078149,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
5,4,13.66919081916361,False,False,4.441623216152883,-0.09517536257655357,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161392344990322,-5.999401806078149,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
6,5,13.66919081916361,False,False,4.250409176265669,-0.09107801692377301,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.161055099246615,-5.799958217806614,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
7,6,13.66919081916361,False,False,4.059195136378454,-0.08698067127099246,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.160717853502908,-5.600514629535079,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
8,7,13.66919081916361,False,False,3.86798109649124,-0.08288332561821189,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.160380607759201,-5.4010710412635445,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
9,8,13.66919081916361,False,False,3.6767670566040254,-0.07878597996543134,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.160043362015494,-5.2016274529920095,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
10,9,13.66919081916361,False,False,3.4855530167168105,-0.07468863431265077,,False,6.948117205409297,-5.961760226358883,,False,10.160244958524654,4.453898261652265,,False,7.702204567271975,-1.8550441537126965,,False,4.159706116271788,-5.002183864720474,,False,8.583851559573903,-7.368331856116272,,False,9.099694085891793,5.895202343573636,,False,8.18608359513752,-3.958395240354063,,False,9.543294988930256,7.01123688670915,,False,11.936876248663626,2.8701723235782564,,False,1,evaluation_states_K10_n10000.csv
