idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,jammer_x,jammer_y,file_idx,file
1,0,3.2190685802197594,False,True,0.2653095497189586,1.309631608776336,,False,1.6155908532850214,-0.3651471238052921,,False,3.076732134785654,1.1771985752882248,114,evaluation_states_K2_n10000.csv
2,1,3.2190685802197594,False,True,0.22559953765318483,1.1136134592550835,,False,1.6155908532850214,-0.3651471238052921,,False,2.9892955216777586,1.1286718951192678,114,evaluation_states_K2_n10000.csv
3,2,3.2190685802197594,False,True,0.18588952558741106,0.917595309733831,,False,1.6155908532850214,-0.3651471238052921,,False,2.901858908569863,1.0801452149503108,114,evaluation_states_K2_n10000.csv
4,3,3.2190685802197594,False,True,0.1461795135216373,0.7215771602125785,,True,1.6155908532850214,-0.3651471238052921,,False,2.8144222954619678,1.0316185347813538,114,evaluation_states_K2_n10000.csv
5,4,3.2190685802197594,False,True,0.3435061298500931,0.6889856507605385,,True,1.6155908532850214,-0.3651471238052921,,False,2.7269856823540723,0.9830918546123969,114,evaluation_states_K2_n10000.csv
6,5,3.2190685802197594,False,True,0.5408327461785489,0.6563941413084986,,True,1.6155908532850214,-0.3651471238052921,,False,2.639549069246177,0.93456517444344,114,evaluation_states_K2_n10000.csv
7,6,3.2190685802197594,False,True,0.7381593625070048,0.6238026318564587,,True,1.6773181840876301,-0.17491112134522846,,False,2.5521124561382815,0.8860384942744831,114,evaluation_states_K2_n10000.csv
8,7,3.2190685802197594,False,True,0.9354859788354606,0.5912111224044188,,True,1.7390455148902388,0.015324881114835154,,False,2.464675843030386,0.8375118141055262,114,evaluation_states_K2_n10000.csv
9,8,3.2190685802197594,False,True,1.1328125951639163,0.5586196129523788,,True,1.8007728456928473,0.2055608835748988,,False,2.3772392299224907,0.7889851339365693,114,evaluation_states_K2_n10000.csv
10,9,3.2190685802197594,False,True,1.330139211492372,0.5260281035003389,,True,1.862500176495456,0.39579688603496244,,False,2.2898026168145953,0.7404584537676124,114,evaluation_states_K2_n10000.csv
11,10,3.2190685802197594,False,True,1.5274658278208277,0.493436594048299,,True,1.875528546356562,0.43594871130784874,,True,2.2023660037067,0.6919317735986555,114,evaluation_states_K2_n10000.csv
12,11,3.2190685802197594,False,True,1.7247924441492835,0.4608450845962591,,True,2.0657645488166256,0.3742213805052402,,True,2.1149293905988045,0.6434050934296986,114,evaluation_states_K2_n10000.csv
13,12,3.2190685802197594,False,True,1.7247924441492835,0.4608450845962591,,True,2.2560005512766894,0.3124940497026316,,True,2.027492777490909,0.5948784132607418,114,evaluation_states_K2_n10000.csv
14,13,3.2190685802197594,False,True,1.7247924441492835,0.4608450845962591,,True,2.446236553736753,0.25076671890002306,,True,1.9400561643830139,0.5463517330917849,114,evaluation_states_K2_n10000.csv
15,14,3.2190685802197594,False,True,1.7247924441492835,0.4608450845962591,,True,2.636472556196817,0.1890393880974145,,True,1.8526195512751187,0.49782505292282797,114,evaluation_states_K2_n10000.csv
