idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,jammer_x,jammer_y,file_idx,file
1,0,7.66919081916361,False,True,1.23276324868467,-1.7194236873472633,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.28587370941075,0.5498607180097714,2,evaluation_states_K4_n10000.csv
2,1,7.66919081916361,False,True,1.1162276353694291,-1.5568830744862288,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.242540075987062,0.4597374900699035,2,evaluation_states_K4_n10000.csv
3,2,7.66919081916361,False,True,0.9996920220541884,-1.3943424616251943,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.199206442563374,0.36961426213003556,2,evaluation_states_K4_n10000.csv
4,3,7.66919081916361,False,True,0.8831564087389476,-1.2318018487641598,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.1558728091396855,0.27949103419016763,2,evaluation_states_K4_n10000.csv
5,4,7.66919081916361,False,True,0.7666207954237069,-1.0692612359031253,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.112539175715997,0.18936780625029973,2,evaluation_states_K4_n10000.csv
6,5,7.66919081916361,False,True,0.6500851821084661,-0.9067206230420908,,False,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.069205542292309,0.09924457831043182,2,evaluation_states_K4_n10000.csv
7,6,7.66919081916361,False,True,0.5335495687932253,-0.7441800101810563,,True,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,6.025871908868621,0.009121350370563913,2,evaluation_states_K4_n10000.csv
8,7,7.66919081916361,False,True,0.7328193187466936,-0.7271046843135293,,True,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8455285860168535,-2.6736609334782915,,False,5.9825382754449326,-0.08100187756930399,2,evaluation_states_K4_n10000.csv
9,8,7.66919081916361,False,True,0.9320890687001618,-0.7100293584460022,,True,3.2568728914578413,-0.7103335226296785,,False,3.761747406744687,1.1466817967743324,,False,5.8227413331090725,-2.4749633212507742,,False,5.939204642021244,-0.1711251055091719,2,evaluation_states_K4_n10000.csv
10,9,7.66919081916361,False,True,1.13135881865363,-0.6929540325784752,,True,3.2568728914578413,-0.7103335226296785,,False,3.802354095500915,0.9508474360807737,,False,5.799954080201291,-2.276265709023257,,False,5.895871008597556,-0.2612483334490398,2,evaluation_states_K4_n10000.csv
11,10,7.66919081916361,False,True,1.3306285686070982,-0.6758787067109482,,True,3.2568728914578413,-0.7103335226296785,,False,3.842960784257143,0.755013075387215,,False,5.77716682729351,-2.0775680967957397,,False,5.852537375173868,-0.3513715613889077,2,evaluation_states_K4_n10000.csv
12,11,7.66919081916361,False,True,1.5298983185605666,-0.6588033808434212,,True,3.2568728914578413,-0.7103335226296785,,False,3.8835674730133705,0.5591787146936562,,False,5.754379574385729,-1.8788704845682225,,False,5.80920374175018,-0.4414947893287756,2,evaluation_states_K4_n10000.csv
13,12,7.66919081916361,False,True,1.729168068514035,-0.6417280549758941,,True,3.2568728914578413,-0.7103335226296785,,False,3.9241741617695984,0.3633443540000975,,False,5.731592321477948,-1.6801728723407052,,False,5.765870108326491,-0.5316180172686436,2,evaluation_states_K4_n10000.csv
14,13,7.66919081916361,False,True,1.9284378184675033,-0.6246527291083671,,True,3.2568728914578413,-0.7103335226296785,,False,3.964780850525826,0.1675099933065388,,False,5.708805068570167,-1.481475260113188,,False,5.722536474902803,-0.6217412452085115,2,evaluation_states_K4_n10000.csv
15,14,7.66919081916361,False,True,2.1277075684209716,-0.6075774032408401,,True,3.1236059088327797,-0.5612030048205744,,False,4.0053875392820535,-0.028324367387019905,,False,5.686017815662386,-1.2827776478856707,,False,5.679202841479115,-0.7118644731483794,2,evaluation_states_K4_n10000.csv
16,15,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.0912635673139697,-0.5250107684327446,,True,4.045994228038281,-0.22415872808057857,,False,5.663230562754605,-1.0840800356581535,,False,5.635869208055427,-0.8019877010882474,2,evaluation_states_K4_n10000.csv
17,16,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.289961179541487,-0.5022235155249637,,True,4.084751628451556,-0.4110745038938398,,True,5.640443309846824,-0.8853824234306362,,False,5.5925355746317384,-0.8921109290281153,2,evaluation_states_K4_n10000.csv
18,17,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,4.283449240679074,-0.3882872509860589,,True,5.617656056939043,-0.686684811203119,,False,5.54920194120805,-0.9822341569679832,2,evaluation_states_K4_n10000.csv
19,18,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,4.482146852906592,-0.36549999807827793,,True,5.594868804031262,-0.48798719897560167,,False,5.505868307784362,-1.0723573849078512,2,evaluation_states_K4_n10000.csv
20,19,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,4.6808444651341095,-0.342712745170497,,True,5.572081551123481,-0.28928958674808436,,False,5.462534674360674,-1.162480612847719,2,evaluation_states_K4_n10000.csv
21,20,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,4.879542077361627,-0.31992549226271605,,True,5.566559179522696,-0.24113625930007143,,True,5.4192010409369855,-1.2526038407875868,2,evaluation_states_K4_n10000.csv
22,21,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,5.078239689589145,-0.29713823935493505,,True,5.765256791750214,-0.2183490063922905,,True,5.375867407513297,-1.3427270687274546,2,evaluation_states_K4_n10000.csv
23,22,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,5.078239689589145,-0.29713823935493505,,True,5.9639544039777315,-0.19556175348450952,,True,5.332533774089609,-1.4328502966673224,2,evaluation_states_K4_n10000.csv
24,23,7.66919081916361,False,True,2.32697731837444,-0.590502077373313,,True,3.488658791769004,-0.47943626261718275,,True,5.078239689589145,-0.29713823935493505,,True,6.162652016205249,-0.17277450057672855,,True,5.289200140665921,-1.5229735246071903,2,evaluation_states_K4_n10000.csv
