idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,file_idx,file
1,0,7.047286498801027,True,False,-0.3964018681465346,-1.262644859153033,4.953843645140002,False,2.1724684558754057,0.8670495822130966,2.0717654764182005,False,3.584365388790266,-2.7504583213771387,2.8494112760217813,False,5.457232258063403,-3.640700002013791,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
2,1,7.047286498801027,True,False,-0.2138837713324301,-1.180869897610045,4.953843645140002,False,2.1724684558754057,0.8670495822130966,2.0717654764182005,False,3.584365388790266,-2.7504583213771387,2.8494112760217813,False,5.457232258063403,-3.640700002013791,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
3,2,7.047286498801027,True,False,-0.03136567451832559,-1.0990949360670568,4.953843645140002,False,2.1724684558754057,0.8670495822130966,2.0717654764182005,False,3.584365388790266,-2.7504583213771387,2.8494112760217813,False,5.429130700483928,-3.442684087346289,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
4,3,7.047286498801027,True,False,0.15115242229577888,-1.0173199745240686,4.953843645140002,False,2.1996976740612393,0.6689118279182922,2.0717654764182005,False,3.5562638312107913,-2.5524424067096367,2.8494112760217813,False,5.401029142904454,-3.244668172678787,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
5,4,7.047286498801027,True,False,0.2774113163856453,-0.9607512485243948,4.953843645140002,True,2.226926892247073,0.47077407362348783,1.6790663947194764,False,3.5281622736313167,-2.3544264920421347,2.8494112760217813,False,5.372927585324979,-3.046652258011285,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
6,5,7.047286498801027,True,False,0.4754272310531474,-0.93264969094492,4.953843645140002,True,2.2541561104329064,0.2726363193286835,1.2863673130207522,False,3.5000607160518418,-2.1564105773746327,2.8494112760217813,False,5.344826027745505,-2.848636343343783,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
7,6,7.047286498801027,True,False,0.6734431457206496,-0.9045481333654454,5.346542726838726,True,2.28138532861874,0.07449856503387914,0.8936682313220281,False,3.4719591584723672,-1.9583946627071307,2.456712194323057,False,5.31672447016603,-2.650620428676281,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
8,7,7.047286498801027,True,False,0.8714590603881517,-0.8764465757859706,5.73924180853745,True,2.308614546804574,-0.12363918926092521,0.500969149623304,False,3.4438576008928923,-1.7603787480396287,2.064013112624333,False,5.288622912586556,-2.452604514008779,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
9,8,7.047286498801027,True,False,1.0694749750556538,-0.848345018206496,6.131940890236175,True,2.3358437649904076,-0.32177694355572956,0.10827006792457983,False,3.4157560433134178,-1.5623628333721267,1.671314030925609,False,5.260521355007081,-2.254588599341277,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
10,9,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.3630729831762416,-0.5199146978505339,5.998756293405442,True,3.387654485733943,-1.3643469187046247,1.2786149492268848,False,5.232419797427606,-2.056572684673775,3.381254158776311,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
11,10,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.3595529281544683,-1.1663310040371226,0.8859158675281606,True,5.204318239848131,-1.858556770006273,2.988555077077587,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
12,11,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.5594306609766653,-1.1593387281659653,0.4932167858294365,True,5.176216682268656,-1.660540855338771,2.5958559953788627,False,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
13,12,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.7593083937988623,-1.152346452294808,0.10051770413071237,True,5.148115124689181,-1.462524940671269,2.2031569136801386,True,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
14,13,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.9591861266210593,-1.1453541764236506,5.9910039296115745,True,5.250946649648496,-1.2909857979820802,1.8104578319814144,True,5.849534386897304,0.4068232391244202,1.9050292966180864,False,0,evaluation_states_K5_n10000.csv
15,14,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.9591861266210593,-1.1453541764236506,5.9910039296115745,True,5.35377817460781,-1.1194466552928914,1.4177587502826903,True,5.877635944476778,0.20880732445691808,1.5123302149193623,False,0,evaluation_states_K5_n10000.csv
16,15,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.9591861266210593,-1.1453541764236506,5.9910039296115745,True,5.4566096995671245,-0.9479075126037027,1.0250596685839661,True,5.905737502056253,0.010791409789415979,1.1196311332206381,True,0,evaluation_states_K5_n10000.csv
17,16,7.047286498801027,True,False,1.2674908897231558,-0.8202434606270212,0.2414546647553122,True,2.5441208529192965,-0.6048951006590748,5.606057211706718,True,3.9591861266210593,-1.1453541764236506,5.9910039296115745,True,5.4566096995671245,-0.9479075126037027,1.0250596685839661,True,6.105728566159361,0.008900833446996817,0.726932051521914,True,0,evaluation_states_K5_n10000.csv
