idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,file_idx,file
1,0,9.81823055623084,True,False,-0.4417370613296469,-1.5335713137173423,5.695035870830893,False,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.066842673381824,3.881565300521325,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
2,1,9.81823055623084,True,False,-0.3863788949743157,-1.3413852751563287,5.695035870830893,False,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.064503836780943,3.6815789763805116,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
3,2,9.81823055623084,True,False,-0.3310207286189845,-1.1491992365953148,5.695035870830893,False,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.06216500018006,3.4815926522396983,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
4,3,9.81823055623084,True,False,-0.2767908317766559,-0.9609301928050689,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.05982616357918,3.281606328098885,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
5,4,9.81823055623084,True,False,-0.07769080599529124,-0.9419781550819132,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.057487326978297,3.0816200039580717,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
6,5,9.81823055623084,True,False,0.12140921978607344,-0.9230261173587575,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.803956536755892,-3.2758359605951126,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.055148490377416,2.8816336798172584,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
7,6,9.81823055623084,True,False,0.3205092455674381,-0.9040740796356019,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.785004499032736,-3.076735934813748,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.052809653776533,2.681647355676445,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
8,7,9.81823055623084,True,False,0.5196092713488027,-0.8851220419124463,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.76605246130958,-2.8776359090323833,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.050470817175652,2.481661031535632,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
9,8,9.81823055623084,True,False,0.7187092971301675,-0.8661700041892906,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.747100423586424,-2.6785358832510187,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.04813198057477,2.2816747073948185,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
10,9,9.81823055623084,True,False,0.9178093229115323,-0.847217966466135,5.695035870830893,True,4.093503272142509,-2.322658270992916,1.2288299361979371,False,5.369820300266002,-1.184860991266654,4.623543393626364,False,5.77342347671939,-1.3225213952884582,5.74280276862109,False,7.7281483858632685,-2.479435857469654,5.7951456110843385,False,8.946665506571517,-1.8378566250499235,3.3464354413556308,False,9.045793143973889,2.081688383254005,3.1237821135548054,False,1804,evaluation_states_K7_n10000.csv
