idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,jammer_x,jammer_y,file
1,0,3.4771027824235183,False,False,2.372635203329829,-0.8049422998212873,,False,1.7573587068270182,-0.018315039119556,,False,,,evaluation_states_K2_n10000.csv
2,1,3.4771027824235183,False,False,2.372635203329829,-0.8049422998212873,,False,1.504887703314991,-0.015683808348107415,,False,,,evaluation_states_K2_n10000.csv
3,2,3.4771027824235183,False,False,2.372635203329829,-0.8049422998212873,,False,1.2524166998029638,-0.013052577576658833,,False,,,evaluation_states_K2_n10000.csv
4,3,3.4771027824235183,False,False,2.371793511374382,-0.6048718837083902,,False,0.9999456962909363,-0.010421346805210249,,False,,,evaluation_states_K2_n10000.csv
5,4,3.4771027824235183,False,False,2.3709518194189356,-0.40480146759549307,,False,0.9999456962909363,-0.010421346805210249,,True,,,evaluation_states_K2_n10000.csv
6,5,3.4771027824235183,False,False,2.370110127463489,-0.20473105148259596,,False,1.1230562257689483,-0.009903423444497406,,True,,,evaluation_states_K2_n10000.csv
7,6,3.4771027824235183,False,False,2.3692684355080424,-0.004660635369698851,,False,1.2461667552469604,-0.009385500083784562,,True,,,evaluation_states_K2_n10000.csv
8,7,3.4771027824235183,False,False,2.3692684355080424,-0.004660635369698901,,True,1.3692772847249723,-0.008867576723071719,,True,,,evaluation_states_K2_n10000.csv
9,8,3.4771027824235183,False,False,2.4771116316404482,-0.004206941353372818,,True,1.3692772847249723,-0.008867576723071719,,True,,,evaluation_states_K2_n10000.csv
