idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,file_idx,file
1,0,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,-0.4417370613296469,-1.5335713137173423,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
2,1,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,-0.30779352931735626,-1.4333440204177514,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
3,2,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,-0.17384999730506567,-1.3331167271181603,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
4,3,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,-0.03990646529277503,-1.2328894338185692,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
5,4,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.09403706671951556,-1.1326621405189783,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
6,5,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.22798059873180626,-1.0324348472193874,,False,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
7,6,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.3619241307440968,-0.9322075539197963,,True,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
8,7,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.559211521201237,-0.9127588614385981,,True,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
9,8,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.7564989116583771,-0.8933101689573999,,True,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
10,9,9.81823055623084,False,False,4.093503272142509,-2.322658270992916,,False,8.946665506571517,-1.8378566250499235,,False,5.369820300266002,-1.184860991266654,,False,9.066842673381824,3.881565300521325,,False,0.9537863021155172,-0.8738614764762016,,True,5.77342347671939,-1.3225213952884582,,False,7.803956536755892,-3.2758359605951126,,False,1804,evaluation_states_K7_n10000.csv
