idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,agent11_x,agent11_y,agent11_phi,agent11_has_message,agent12_x,agent12_y,agent12_phi,agent12_has_message,agent13_x,agent13_y,agent13_phi,agent13_has_message,agent14_x,agent14_y,agent14_phi,agent14_has_message,agent15_x,agent15_y,agent15_phi,agent15_has_message,file_idx,file
1,0,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0089929851827266,0.6079296916179211,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.670703291689005,-0.694246335827882,,False,0,evaluation_states_K15_n10000.csv
2,1,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0089929851827266,0.6079296916179211,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.5212517187934664,-0.6321430243766017,,False,0,evaluation_states_K15_n10000.csv
3,2,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0089929851827266,0.6079296916179211,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.3718001458979276,-0.5700397129253216,,False,0,evaluation_states_K15_n10000.csv
4,3,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0133660636790074,0.4241784515392725,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.222348573002389,-0.5079364014740414,,False,0,evaluation_states_K15_n10000.csv
5,4,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0177391421752877,0.24042721146062396,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.0728970001068503,-0.44583309002276117,,False,0,evaluation_states_K15_n10000.csv
6,5,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0221122206715685,0.05667597138197544,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,0.9234454272113118,-0.383729778571481,,True,0,evaluation_states_K15_n10000.csv
7,6,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.337745155418297,2.220804619627607,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.026485299167849,-0.12707526869667318,,False,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.0330182893340984,-0.37651637193179116,,True,0,evaluation_states_K15_n10000.csv
8,7,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.342318323948295,2.0286458488233343,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.0308583776641296,-0.31082650877532175,,True,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.0330182893340984,-0.37651637193179116,,True,0,evaluation_states_K15_n10000.csv
9,8,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.346891492478294,1.8364870780190616,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.2280573509443395,-0.3088601586093946,,True,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.0330182893340984,-0.37651637193179116,,True,0,evaluation_states_K15_n10000.csv
10,9,17.04728649880103,False,False,15.163042340133366,7.440127926236637,,False,5.3514646610082925,1.644328307214789,,False,11.39575727771524,9.539301800643855,,False,8.082185767329058,5.694628564111492,,False,8.538891740470673,-6.654923570941464,,False,6.756480097077916,9.136248782507533,,False,2.4252563242245495,-0.30689380844346736,,True,16.050933468289664,-0.9155157952546974,,False,10.172610629517514,-0.4051293061349189,,False,7.123127405851503,-8.767598824630056,,False,1.270620132844245,-1.9219753851608925,,False,7.535980614790579,5.789725388493454,,False,13.358636572503382,7.688168091988482,,False,14.055450488760997,-1.0579356859620568,,False,1.0330182893340984,-0.37651637193179116,,True,0,evaluation_states_K15_n10000.csv
