idx,sucess,R,value,budget,agent_sum_distance,air_distance,delivery_time,directed_transmission,K,file
1,True,7.047286498801027,2.0230807468896774,5.244791884301815,17.99999999999997,7.886256137356671,30,True,5,evaluation_states_K5_n10000.csv
2,True,8.00145869052021,1.9219442622131657,5.7118841217099146,22.19999999999996,4.249196619380935,35,True,5,evaluation_states_K5_n10000.csv
3,True,7.5653126765575,-0.9298403976493193,5.496026229662721,19.799999999999965,4.073256741771488,29,True,5,evaluation_states_K5_n10000.csv
4,True,5.028367314412665,-0.7787463931906742,4.318990826963166,13.799999999999985,4.282081241548576,18,True,5,evaluation_states_K5_n10000.csv
5,True,8.074067995585018,2.6561440680141235,5.7482047210103815,15.199999999999982,4.888745150960454,27,True,5,evaluation_states_K5_n10000.csv
6,True,8.469282022568796,-2.8602113673760425,5.94782408448681,23.399999999999956,5.507794882603556,51,True,5,evaluation_states_K5_n10000.csv
7,True,7.905894441249481,-8.133079167100401,5.66424838517197,18.199999999999974,5.432699226865977,30,True,5,evaluation_states_K5_n10000.csv
8,True,5.851323981361338,3.133272592846301,4.686117795653771,7.800000000000004,4.324442693291976,13,True,5,evaluation_states_K5_n10000.csv
9,True,7.501045937660427,1.7315118157159493,5.464554191697998,19.599999999999966,4.887300691285909,30,True,5,evaluation_states_K5_n10000.csv
10,True,8.620010283272517,-4.105700610735263,6.024812695621135,22.79999999999996,6.787796709808587,39,True,5,evaluation_states_K5_n10000.csv
11,True,7.420546357110058,2.0794637112983065,5.425254142997414,18.199999999999967,4.758137183818034,32,True,5,evaluation_states_K5_n10000.csv
12,True,7.041212998954741,2.7816720132169848,5.2418794855681,12.99999999999999,4.885101008596404,19,True,5,evaluation_states_K5_n10000.csv
13,True,7.398097892213109,0.23734205213642756,5.4143188279479855,11.59999999999999,4.891354372851673,25,True,5,evaluation_states_K5_n10000.csv
14,True,5.085855505108766,2.8708184554955576,4.344178431126817,8.400000000000006,3.1071701597935095,12,True,5,evaluation_states_K5_n10000.csv
15,True,7.4655351643796415,0.5513174607018736,5.447201126312006,28.39999999999993,3.2173289036424526,51,True,5,evaluation_states_K5_n10000.csv
16,True,6.9959458092280595,2.761176379785426,5.220196912631555,11.199999999999996,4.931355671583358,22,True,5,evaluation_states_K5_n10000.csv
17,True,5.010988590410657,2.1605770111366467,4.311390145260042,12.79999999999999,3.599488066476577,20,True,5,evaluation_states_K5_n10000.csv
18,True,6.9760230213145675,-0.5371689721691331,5.210667604159252,17.199999999999974,2.7825601838415532,25,True,5,evaluation_states_K5_n10000.csv
19,True,7.657604164606131,-0.8864899252230569,5.541372735750092,18.399999999999977,4.48367549170464,38,True,5,evaluation_states_K5_n10000.csv
20,True,6.543395976289478,2.282200742494055,5.005775915825609,14.399999999999984,5.0868860912509435,23,True,5,evaluation_states_K5_n10000.csv
21,True,6.288338749655743,1.6181986667077588,4.886807797984441,19.799999999999965,4.582169448881663,29,True,5,evaluation_states_K5_n10000.csv
22,True,6.042898887294866,-1.023542776754688,4.773604918906429,14.799999999999983,4.011868576077413,34,True,5,evaluation_states_K5_n10000.csv
23,True,6.692727977078564,-1.0453411929973342,5.076058797568432,15.599999999999977,5.476151927651387,33,True,5,evaluation_states_K5_n10000.csv
24,True,8.85690267637022,0.609651657721296,6.14676832132856,32.79999999999993,6.123315607713335,50,True,5,evaluation_states_K5_n10000.csv
25,True,5.080683752239406,1.5203874950657168,4.341909685924891,14.999999999999982,4.999571762767376,31,True,5,evaluation_states_K5_n10000.csv
26,True,6.020849753106418,2.2897896615333417,4.763496741935325,11.199999999999996,4.244376917024873,23,True,5,evaluation_states_K5_n10000.csv
27,True,7.392113871995122,2.0206351740334583,5.4114056056258075,21.19999999999996,3.7275634781125664,28,True,5,evaluation_states_K5_n10000.csv
28,True,8.153680319373265,-0.22301806631291132,5.7881545788047495,17.19999999999997,4.52360901487094,29,True,5,evaluation_states_K5_n10000.csv
29,True,7.099978595531239,2.111662187756244,5.270091342759038,16.199999999999978,4.362407393231541,29,True,5,evaluation_states_K5_n10000.csv
30,True,8.321695727872923,-3.415383057280156,5.872898842284408,19.999999999999968,6.950882331019365,30,True,5,evaluation_states_K5_n10000.csv
31,True,7.598931503052958,2.3481265311714346,5.5125239634055925,15.999999999999982,3.7515692279246293,26,True,5,evaluation_states_K5_n10000.csv
32,True,7.437133506245874,-0.5398404303698934,5.433340980094977,17.79999999999997,3.8984197440016106,30,True,5,evaluation_states_K5_n10000.csv
33,True,8.196542764023514,0.9029898248965753,5.809717837438905,27.79999999999995,5.945494751825409,47,True,5,evaluation_states_K5_n10000.csv
34,True,6.448064231841425,3.3709678393017795,4.961151085055173,7.800000000000005,4.183264074260686,16,True,5,evaluation_states_K5_n10000.csv
35,True,6.14080709748807,2.6689704982473694,4.818612150987546,9.599999999999998,4.231994095515969,19,True,5,evaluation_states_K5_n10000.csv
36,True,6.274959331086047,1.6634963404611058,4.880604546799736,18.799999999999965,5.092200005219148,26,True,5,evaluation_states_K5_n10000.csv
37,True,5.741069927920767,-0.3749154301143678,4.636114299752954,12.199999999999992,4.618489774824761,19,True,5,evaluation_states_K5_n10000.csv
