idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,file_idx,file
1,0,10.993469269246145,False,False,10.68622084783637,3.769772563899141,,False,11.59298768184361,-0.2391754430089072,,False,1.7057309220387649,-3.310852649111396,,False,7.703067002663745,6.04696633933618,,False,1.0324816577289626,-1.9646106079512364,,False,3.5564866299326816,-5.146471454317195,,False,1.685740262203284,-4.923861763505037,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
2,1,10.993469269246145,False,False,10.54480801447083,3.62834268530367,,False,11.451716105920394,-0.09760446492310418,,False,1.5889274383029934,-3.1485044240296682,,False,7.844069928690752,5.905127787271439,,False,0.891066316236714,-1.8231832372246664,,False,3.6977728719568717,-5.004915112831969,,False,1.8269873696115908,-4.782266372871068,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
3,2,10.993469269246145,False,False,10.403408031551198,3.4868999589783916,,False,11.310932270217007,0.04445155080534663,,False,1.5289270760509168,-2.9577166976696647,,False,7.984880343534432,5.763098117583904,,False,0.7496628800480764,-1.6817439632091162,,False,3.8388122857152642,-4.8631128428688655,,False,1.9684039292886704,-4.640840220236207,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
4,3,10.993469269246145,False,False,10.262044397074167,3.3454209045305885,,False,11.171426944746987,0.1877633234044727,,False,1.5347984003676838,-2.7578028973687165,,False,8.125344480300182,5.620725977462837,,False,0.608314418369547,-1.5402497499666188,,False,3.97882162309969,-4.720293427363921,,False,2.109825234949683,-4.4994188134226185,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
5,4,10.993469269246145,False,False,10.120789718091702,3.2038330672508244,,False,11.036046451468339,0.33497786765751203,,False,1.578803647990799,-2.5627041065430727,,False,8.265167307925111,5.477723960431715,,False,0.4672374147380818,-1.3984848775673973,,False,4.113651699198155,-4.572574604665925,,False,2.2512465911869928,-4.357997457185309,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
6,5,10.993469269246145,False,False,9.979882373127657,3.0618995612165416,,False,10.914112506961102,0.49350897872693594,,False,1.6494131215491379,-2.375583016754096,,False,8.403623901939921,5.333398731958597,,False,0.32755334270461545,-1.2553473212792259,,False,4.2181994465383195,-4.4020760166187,,False,2.3926679474243024,-4.216576100948,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
7,6,10.993469269246145,False,False,9.840137447429148,2.918821415640362,,False,10.834791390185778,0.6771068012453834,,False,1.743025275906334,-2.198843760909209,,False,8.53892447075273,5.186110728105839,,False,0.19469829052580348,-1.1058497122329098,,False,4.200920650300984,-4.202823806591838,,False,2.534089303661612,-4.075154744710691,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
8,7,10.993469269246145,False,False,9.70482616683559,2.7715432524791814,,False,10.840780414228862,0.860229340765647,,False,1.8556898819254406,-2.0335964113069855,,False,8.667151747332298,5.032625336159285,,False,0.08950323512168068,-0.9357497406911028,,True,4.125750238929593,-4.017487870372615,,False,2.675510659898922,-3.933733388473381,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
9,8,10.993469269246145,False,False,9.585716987368894,2.610878995823352,,False,10.699824629064004,1.0021147403970354,,False,1.9971069136933688,-1.892170730732527,,False,8.80855160375376,4.891182483374175,,False,0.2421831777346143,-0.8065644662837181,,True,3.9848524472889615,-3.875544880722568,,False,2.8169320161362315,-3.7923120322360715,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
10,9,10.993469269246145,False,False,9.515206287526008,2.4237206639017765,,False,10.561083716778764,1.14616667290146,,False,2.1385188744524526,-1.750739979641149,,False,8.949915499860756,4.749703690343381,,False,0.4299899371385013,-0.7377994961156847,,True,3.8448303021465584,-3.732738022099742,,False,2.958353372373541,-3.650890675998762,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
11,10,10.993469269246145,False,False,9.511400412455817,2.2237568788932154,,False,10.436234319753902,1.3024120826341246,,False,2.2799234701069437,-1.60930186480717,,False,9.091184273970565,4.608129916424932,,False,0.6299818425504262,-0.7395988764833884,,True,3.7088951079473955,-3.586035523900032,,False,3.099774728610851,-3.509469319761452,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
12,11,10.993469269246145,False,False,9.535793893905348,2.025250057693612,,False,10.388902209865407,1.4967305618724702,,False,2.421319215153136,-1.4678549020160514,,False,9.232230734315928,4.466334655488454,,False,0.8259516572699863,-0.6996510139776012,,True,3.5997662454000743,-3.4184321487576206,,False,3.2411960848481605,-3.3680479635241425,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
13,12,10.993469269246145,False,False,9.559025388809074,1.826603895776151,,False,10.46016337478246,1.683604440129075,,False,2.562703357863467,-1.3263963420415317,,False,9.372692828410678,4.323960500100203,,False,1.0248823177522757,-0.6789969025205532,,True,3.612620928416499,-3.218845683473656,,False,3.38261744108547,-3.226626607286833,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
14,13,10.993469269246145,False,False,9.582497259339359,1.627985993023631,,False,10.570000497504113,1.8507445205174389,,False,2.7040767645009796,-1.1849270524564617,,False,9.51173047146868,4.18019494854881,,False,1.2198853372304657,-0.6345691815077816,,True,3.6629828212397584,-3.0252903173603434,,False,3.52403879732278,-3.085205251049523,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
15,14,10.993469269246145,False,False,9.608432400212546,1.4296747011921067,,False,10.694704349865146,2.0071061181247725,,False,2.845437925984281,-1.043445527075612,,False,9.647591778237109,4.033424020490238,,False,1.4182425823235376,-0.6089878735059021,,True,3.715348187018535,-2.8322673434249723,,False,3.6654601535600895,-2.9437838948122135,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
16,15,10.993469269246145,False,False,9.634535020033663,1.231385384186691,,False,10.827151020980045,2.156965650055784,,False,2.986788387863302,-0.9019533120014698,,False,9.777427893056716,3.881297154721729,,False,1.6157002697926846,-0.5772001139224286,,True,3.768971666825555,-2.6395900940845634,,False,3.806881509797399,-2.802362538574904,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
17,16,10.993469269246145,False,False,9.657725408242788,1.0327344191885062,,False,10.9695166039684,2.2974364327131958,,False,3.1281300498201454,-0.7604523063680203,,False,9.896624680609337,3.720697883748492,,False,1.8142529125227564,-0.5531824524021132,,True,3.821876243005788,-2.4467142121833003,,False,3.948302866034709,-2.660941182337594,,False,3120,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
