idx,sucess,R,value,budget,agent_sum_distance,air_distance,delivery_time,directed_transmission,K,file
1,True,7.047286498801027,0.1977248830708458,5.244791884301815,9.999999999999996,10.536717994433397,21,True,5,evaluation_states_K5_n10000.csv
2,True,8.00145869052021,3.3649943852780124,5.7118841217099146,11.399999999999995,5.27788489973682,26,True,5,evaluation_states_K5_n10000.csv
3,True,7.5653126765575,-0.04940484439240311,5.496026229662721,11.799999999999994,4.3764013565990085,31,True,5,evaluation_states_K5_n10000.csv
4,True,5.028367314412665,2.147555344062143,4.318990826963166,11.8,5.005288974706836,24,True,5,evaluation_states_K5_n10000.csv
5,True,8.074067995585018,3.5199903709648708,5.7482047210103815,7.400000000000007,4.9701503886987695,26,True,5,evaluation_states_K5_n10000.csv
6,True,8.469282022568796,1.9441679460364694,5.94782408448681,17.39999999999997,5.858033871817987,50,True,5,evaluation_states_K5_n10000.csv
7,True,7.905894441249481,2.9960385330440014,5.66424838517197,10.399999999999999,4.625506017550663,34,True,5,evaluation_states_K5_n10000.csv
8,True,5.851323981361338,3.7866488311231694,4.686117795653771,3.4000000000000017,4.367695146301779,10,True,5,evaluation_states_K5_n10000.csv
9,True,7.501045937660427,0.24455321816841913,5.464554191697998,9.0,5.286349847522924,23,True,5,evaluation_states_K5_n10000.csv
10,True,8.620010283272517,-2.677619917513986,6.024812695621135,13.599999999999994,5.088321708375106,41,True,5,evaluation_states_K5_n10000.csv
11,True,7.420546357110058,3.2876178970641132,5.425254142997414,9.799999999999997,4.531834953074404,23,True,5,evaluation_states_K5_n10000.csv
12,True,7.041212998954741,3.3595052621747934,5.2418794855681,9.000000000000004,4.977873084666889,18,True,5,evaluation_states_K5_n10000.csv
13,True,7.398097892213109,3.4519227909245656,5.4143188279479855,9.200000000000001,7.217353814697282,20,True,5,evaluation_states_K5_n10000.csv
14,True,5.085855505108766,3.4567552573268987,4.344178431126817,3.800000000000002,3.8305521435537377,8,True,5,evaluation_states_K5_n10000.csv
15,True,7.4655351643796415,-0.8627382458463226,5.447201126312006,20.599999999999966,4.550618267284442,37,True,5,evaluation_states_K5_n10000.csv
16,True,6.9959458092280595,0.5719905955533178,5.220196912631555,4.600000000000001,6.036506402138976,19,True,5,evaluation_states_K5_n10000.csv
17,True,5.010988590410657,3.0990516741564567,4.311390145260042,6.600000000000004,4.468158223430874,11,True,5,evaluation_states_K5_n10000.csv
