idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,agent10_x,agent10_y,agent10_phi,agent10_has_message,jammer_x,jammer_y,file_idx,file
1,0,13.66919081916361,False,True,5.206479375701742,-0.1115647451876758,,False,4.161392344990322,-5.999401806078149,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.739142630809404,0.9151644994350292,1,evaluation_states_K10_n10000.csv
2,1,13.66919081916361,False,True,5.006525276065137,-0.1072801170223751,,False,4.161392344990322,-5.999401806078149,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.771906909002544,0.8206843318098472,1,evaluation_states_K10_n10000.csv
3,2,13.66919081916361,False,True,4.806571176428532,-0.1029954888570744,,False,4.161392344990322,-5.999401806078149,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.804671187195684,0.7262041641846653,1,evaluation_states_K10_n10000.csv
4,3,13.66919081916361,False,True,4.6066170767919274,-0.09871086069177369,,False,4.161392344990322,-5.999401806078149,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.837435465388824,0.6317239965594833,1,evaluation_states_K10_n10000.csv
5,4,13.66919081916361,False,True,4.406662977155323,-0.09442623252647299,,False,4.161392344990322,-5.999401806078149,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.870199743581964,0.5372438289343013,1,evaluation_states_K10_n10000.csv
6,5,13.66919081916361,False,True,4.206708877518718,-0.09014160436117229,,False,4.161054158875145,-5.799402092002975,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.902964021775103,0.44276366130911937,1,evaluation_states_K10_n10000.csv
7,6,13.66919081916361,False,True,4.006754777882113,-0.08585697619587158,,False,4.160715972759968,-5.599402377927801,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.935728299968243,0.3482834936839374,1,evaluation_states_K10_n10000.csv
8,7,13.66919081916361,False,True,3.806800678245509,-0.08157234803057088,,False,4.1603777866447915,-5.3994026638526265,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,8.968492578161383,0.25380332605875544,1,evaluation_states_K10_n10000.csv
9,8,13.66919081916361,False,True,3.606846578608905,-0.07728771986527018,,False,4.160039600529615,-5.199402949777452,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,9.001256856354523,0.15932315843357345,1,evaluation_states_K10_n10000.csv
10,9,13.66919081916361,False,True,3.4068924789723005,-0.07300309169996948,,False,4.159701414414438,-4.999403235702278,,False,6.948117205409297,-5.961760226358883,,False,7.702204567271975,-1.8550441537126965,,False,8.18608359513752,-3.958395240354063,,False,9.099694085891793,5.895202343573636,,False,10.160244958524654,4.453898261652265,,False,11.936876248663626,2.8701723235782564,,False,8.583851559573903,-7.368331856116272,,False,9.543294988930256,7.01123688670915,,False,9.034021134547663,0.06484299080839145,1,evaluation_states_K10_n10000.csv
