idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,jammer_x,jammer_y,file_idx,file
1,0,6.506148385666322,False,True,1.619076797627179,-2.126354793144936,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.4702025747202858,0.0822426482247927,4,evaluation_states_K3_n10000.csv
2,1,6.506148385666322,False,True,1.497915652149691,-1.9672322717138608,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.4360847267717247,0.17624250168935318,4,evaluation_states_K3_n10000.csv
3,2,6.506148385666322,False,True,1.3767545066722031,-1.8081097502827856,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.4019668788231636,0.2702423551539137,4,evaluation_states_K3_n10000.csv
4,3,6.506148385666322,False,True,1.2555933611947152,-1.6489872288517105,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.3678490308746025,0.36424220861847423,4,evaluation_states_K3_n10000.csv
5,4,6.506148385666322,False,True,1.1344322157172273,-1.4898647074206353,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.3337311829260414,0.45824206208303475,4,evaluation_states_K3_n10000.csv
6,5,6.506148385666322,False,True,1.0132710702397394,-1.33074218598956,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.2996133349774803,0.5522419155475953,4,evaluation_states_K3_n10000.csv
7,6,6.506148385666322,False,True,0.8921099247622514,-1.1716196645584849,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.2654954870289192,0.6462417690121558,4,evaluation_states_K3_n10000.csv
8,7,6.506148385666322,False,True,0.7709487792847634,-1.0124971431274097,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.2313776390803581,0.7402416224767163,4,evaluation_states_K3_n10000.csv
9,8,6.506148385666322,False,True,0.6497876338072753,-0.8533746216963345,,False,2.8690051031081656,-2.007151276039541,,False,3.4214280906536136,-0.2823611837464413,,False,-1.197259791131797,0.8342414759412768,4,evaluation_states_K3_n10000.csv
10,9,6.506148385666322,False,True,0.5286264883297873,-0.6942521002652593,,False,2.827751191069584,-1.8114522348014375,,False,3.4214280906536136,-0.2823611837464413,,False,-1.163141943183236,0.9282413294058374,4,evaluation_states_K3_n10000.csv
