idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,jammer_x,jammer_y,file_idx,file
1,0,4.813991557922606,False,True,2.32526249536329,1.0543273368748352,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.5336053772511749,0.9659325682211768,1,evaluation_states_K3_n10000.csv
2,1,4.813991557922606,False,True,2.1431122531613864,0.9717362401041307,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.49357397380907164,1.0575703701287713,1,evaluation_states_K3_n10000.csv
3,2,4.813991557922606,False,True,1.960962010959483,0.8891451433334263,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.45354257036696843,1.1492081720363658,1,evaluation_states_K3_n10000.csv
4,3,4.813991557922606,False,True,1.7788117687575795,0.8065540465627219,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.4135111669248652,1.2408459739439603,1,evaluation_states_K3_n10000.csv
5,4,4.813991557922606,False,True,1.596661526555676,0.7239629497920175,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.373479763482762,1.3324837758515549,1,evaluation_states_K3_n10000.csv
6,5,4.813991557922606,False,True,1.4145112843537726,0.641371853021313,,False,2.159581936526134,1.2791317053849338,,False,2.411197745860689,-1.833871196459852,,False,-0.3334483600406588,1.4241215777591494,1,evaluation_states_K3_n10000.csv
7,6,4.813991557922606,False,True,1.2323610421518691,0.5587807562506086,,False,2.159581936526134,1.2791317053849338,,False,2.4322399320867834,-1.6349812107923318,,False,-0.2934169565985556,1.515759379666744,1,evaluation_states_K3_n10000.csv
8,7,4.813991557922606,False,True,1.0502107999499655,0.47618965947990416,,False,2.108915672936158,1.085655790258965,,False,2.453282118312878,-1.4360912251248117,,False,-0.3334483600406588,1.4241215777591494,1,evaluation_states_K3_n10000.csv
9,8,4.813991557922606,False,True,0.8680605577480619,0.3935985627091997,,False,2.058249409346182,0.8921798751329962,,False,2.4743243045389725,-1.2372012394572915,,False,-0.373479763482762,1.3324837758515549,1,evaluation_states_K3_n10000.csv
10,9,4.813991557922606,False,True,0.6859103155461583,0.31100746593849526,,False,2.0075831457562057,0.6987039600070275,,False,2.495366490765067,-1.0383112537897714,,False,-0.4135111669248652,1.2408459739439603,1,evaluation_states_K3_n10000.csv
11,10,4.813991557922606,False,True,0.5037600733442548,0.2284163691677908,,True,1.9569168821662295,0.5052280448810588,,False,2.5164086769911616,-0.8394212681222513,,False,-0.45354257036696843,1.1492081720363658,1,evaluation_states_K3_n10000.csv
12,11,4.813991557922606,False,True,0.7034404317925215,0.2397192205766931,,True,1.906250618576253,0.31175212975509003,,False,2.537450863217256,-0.6405312824547311,,False,-0.49357397380907164,1.0575703701287713,1,evaluation_states_K3_n10000.csv
13,12,4.813991557922606,False,True,0.9031207902407882,0.2510220719855954,,True,1.9052011393471187,0.3077445527230498,,True,2.5584930494433507,-0.441641296787211,,False,-0.5336053772511749,0.9659325682211767,1,evaluation_states_K3_n10000.csv
14,13,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,2.574603566816403,-0.28936526733884665,,True,-0.5736367806932781,0.874294766313582,1,evaluation_states_K3_n10000.csv
15,14,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,2.7729545055603575,-0.26373510738241884,,True,-0.6136681841353813,0.7826569644059874,1,evaluation_states_K3_n10000.csv
16,15,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,2.9713054443043116,-0.238104947425991,,True,-0.6536995875774845,0.6910191624983928,1,evaluation_states_K3_n10000.csv
17,16,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,3.169656383048266,-0.21247478746956316,,True,-0.6937309910195877,0.5993813605907982,1,evaluation_states_K3_n10000.csv
18,17,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,3.36800732179222,-0.18684462751313535,,True,-0.7337623944616909,0.5077435586832035,1,evaluation_states_K3_n10000.csv
19,18,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,3.566358260536174,-0.16121446755670754,,True,-0.7737937979037941,0.4161057567756089,1,evaluation_states_K3_n10000.csv
20,19,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,3.7647091992801283,-0.13558430760027973,,True,-0.8138252013458973,0.3244679548680143,1,evaluation_states_K3_n10000.csv
21,20,4.813991557922606,False,True,1.1028011486890548,0.2623249233944977,,True,2.054451894676424,0.1746122424688075,,True,3.9630601380240824,-0.10995414764385192,,True,-0.8538566047880005,0.23283015296041967,1,evaluation_states_K3_n10000.csv
