idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,jammer_x,jammer_y,file_idx,file
1,0,5.854683491379884,False,True,0.769975732854542,1.138504755101455,,False,4.002737997742289,-0.837242160964251,,False,5.380972968485266,0.9804759886701632,6,evaluation_states_K2_n10000.csv
2,1,5.854683491379884,False,True,0.6579327529185005,0.9728352930782693,,False,4.002737997742289,-0.837242160964251,,False,5.383024279919981,0.8804970302769203,6,evaluation_states_K2_n10000.csv
3,2,5.854683491379884,False,True,0.545889772982459,0.8071658310550835,,False,4.002737997742289,-0.837242160964251,,False,5.385075591354696,0.7805180718836774,6,evaluation_states_K2_n10000.csv
4,3,5.854683491379884,False,True,0.4338467930464175,0.6414963690318978,,True,4.002737997742289,-0.837242160964251,,False,5.3871269027894115,0.6805391134904345,6,evaluation_states_K2_n10000.csv
5,4,5.854683491379884,False,True,0.6328299800253537,0.6213545890781379,,True,4.002737997742289,-0.837242160964251,,False,5.389178214224127,0.5805601550971916,6,evaluation_states_K2_n10000.csv
6,5,5.854683491379884,False,True,0.83181316700429,0.601212809124378,,True,4.002737997742289,-0.837242160964251,,False,5.391229525658842,0.4805811967039487,6,evaluation_states_K2_n10000.csv
7,6,5.854683491379884,False,True,1.0307963539832263,0.5810710291706181,,True,4.002737997742289,-0.837242160964251,,False,5.393280837093557,0.38060223831070583,6,evaluation_states_K2_n10000.csv
8,7,5.854683491379884,False,True,1.2297795409621626,0.5609292492168583,,True,4.002737997742289,-0.837242160964251,,False,5.395332148528272,0.28062327991746294,6,evaluation_states_K2_n10000.csv
9,8,5.854683491379884,False,True,1.4287627279410988,0.5407874692630983,,True,4.002737997742289,-0.837242160964251,,False,5.397383459962987,0.18064432152422005,6,evaluation_states_K2_n10000.csv
10,9,5.854683491379884,False,True,1.627745914920035,0.5206456893093384,,True,4.002737997742289,-0.837242160964251,,False,5.3994347713977024,0.08066536313097715,6,evaluation_states_K2_n10000.csv
11,10,5.854683491379884,False,True,1.8267291018989713,0.5005039093555785,,True,4.002737997742289,-0.837242160964251,,False,5.401486082832418,-0.019313595262265754,6,evaluation_states_K2_n10000.csv
12,11,5.854683491379884,False,True,2.0257122888779078,0.4803621294018186,,True,4.002737997742289,-0.837242160964251,,False,5.403537394267133,-0.11929255365550866,6,evaluation_states_K2_n10000.csv
13,12,5.854683491379884,False,True,2.2246954758568442,0.4602203494480587,,True,4.002737997742289,-0.837242160964251,,False,5.405588705701848,-0.21927151204875156,6,evaluation_states_K2_n10000.csv
14,13,5.854683491379884,False,True,2.4236786628357807,0.44007856949429874,,True,4.033652959712179,-0.639645943575354,,False,5.407640017136563,-0.31925047044199445,6,evaluation_states_K2_n10000.csv
15,14,5.854683491379884,False,True,2.622661849814717,0.4199367895405388,,True,4.06456792168207,-0.442049726186457,,False,5.409691328571278,-0.41922942883523734,6,evaluation_states_K2_n10000.csv
16,15,5.854683491379884,False,True,2.8216450367936536,0.3997950095867789,,True,4.09548288365196,-0.24445350879756003,,False,5.411742640005993,-0.5192083872284803,6,evaluation_states_K2_n10000.csv
17,16,5.854683491379884,False,True,3.02062822377259,0.37965322963301895,,True,4.126397845621851,-0.04685729140866307,,False,5.4137939514407085,-0.6191873456217232,6,evaluation_states_K2_n10000.csv
18,17,5.854683491379884,False,True,3.2196114107515266,0.35951144967925897,,True,4.157312807591741,0.1507389259802339,,False,5.415845262875424,-0.7191663040149661,6,evaluation_states_K2_n10000.csv
19,18,5.854683491379884,False,True,3.418594597730463,0.339369669725499,,True,4.174848321641866,0.2628190006589338,,True,5.417896574310139,-0.819145262408209,6,evaluation_states_K2_n10000.csv
20,19,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,4.372444539030763,0.23190403868904336,,True,5.419947885744854,-0.9191242208014518,6,evaluation_states_K2_n10000.csv
21,20,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,4.57004075641966,0.20098907671915286,,True,5.421999197179569,-1.0191031791946947,6,evaluation_states_K2_n10000.csv
22,21,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,4.767636973808557,0.17007411474926237,,True,5.424050508614284,-1.1190821375879376,6,evaluation_states_K2_n10000.csv
23,22,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,4.965233191197454,0.1391591527793719,,True,5.426101820048999,-1.2190610959811805,6,evaluation_states_K2_n10000.csv
24,23,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,5.162829408586351,0.10824419080948143,,True,5.428153131483715,-1.3190400543744234,6,evaluation_states_K2_n10000.csv
25,24,5.854683491379884,False,True,3.6175777847093995,0.31922788977173905,,True,5.360425625975248,0.07732922883959095,,True,5.43020444291843,-1.4190190127676663,6,evaluation_states_K2_n10000.csv
