idx,t,R,directed_transmission,jammer_on,agent1_x,agent1_y,agent1_phi,agent1_has_message,agent2_x,agent2_y,agent2_phi,agent2_has_message,agent3_x,agent3_y,agent3_phi,agent3_has_message,agent4_x,agent4_y,agent4_phi,agent4_has_message,agent5_x,agent5_y,agent5_phi,agent5_has_message,agent6_x,agent6_y,agent6_phi,agent6_has_message,agent7_x,agent7_y,agent7_phi,agent7_has_message,agent8_x,agent8_y,agent8_phi,agent8_has_message,agent9_x,agent9_y,agent9_phi,agent9_has_message,jammer_x,jammer_y,file_idx,file
11,10,9.74205221331965,False,True,0.48080477711088576,-0.12115935964873724,,True,3.150924697399513,-1.1242062069665233,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.2643335623174355,-0.22762446607191072,21,test_states_K9_n10000.csv
12,11,9.74205221331965,False,True,0.6790804914669887,-0.14736510513664702,,True,3.150924697399513,-1.1242062069665233,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.27752338841833146,-0.12849814016689132,21,test_states_K9_n10000.csv
13,12,9.74205221331965,False,True,0.8773562058230915,-0.1735708506245568,,True,3.150924697399513,-1.1242062069665233,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.29071321451922744,-0.029371814261871923,21,test_states_K9_n10000.csv
14,13,9.74205221331965,False,True,1.0756319201791944,-0.19977659611246656,,True,3.150924697399513,-1.1242062069665233,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.3039030406201234,0.06975451164314747,21,test_states_K9_n10000.csv
15,14,9.74205221331965,False,True,1.2739076345352973,-0.22598234160037634,,True,3.150924697399513,-1.1242062069665233,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.3170928667210194,0.16888083754816685,21,test_states_K9_n10000.csv
16,15,9.74205221331965,False,True,1.4721833488914002,-0.2521880870882861,,True,3.1368592217378777,-0.9247014140556462,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.33028269282191536,0.26800716345318626,21,test_states_K9_n10000.csv
17,16,9.74205221331965,False,True,1.6704590632475032,-0.2783938325761959,,True,3.122793746076242,-0.7251966211447691,,False,6.243938518956498,-2.5261145525886346,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.34347251892281133,0.36713348935820567,21,test_states_K9_n10000.csv
18,17,9.74205221331965,False,True,1.868734777603606,-0.30459957806410565,,True,3.1087282704146064,-0.525691828233892,,False,6.206894715887391,-2.329575099414018,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.791052870474585,2.948494593202018,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.3566623450237073,0.4662598152632251,21,test_states_K9_n10000.csv
19,18,9.74205221331965,False,True,2.0670104919597088,-0.3308053235520154,,True,3.104657305823705,-0.46794924154906803,,True,6.169850912818284,-2.1330356462394016,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.80511834613622,2.748989800291141,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.3698521711246033,0.5653861411682445,21,test_states_K9_n10000.csv
20,19,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,3.304162098734582,-0.45388376588743234,,True,6.132807109749177,-1.936496193064785,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.819183821797855,2.5494850073802637,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.38304199722549925,0.6645124670732638,21,test_states_K9_n10000.csv
21,20,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,3.503666891645459,-0.43981829022579666,,True,6.0957633066800705,-1.7399567398901685,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.83324929745949,2.3499802144693867,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.3962318233263952,0.7636387929782832,21,test_states_K9_n10000.csv
22,21,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,3.7031716845563363,-0.425752814564161,,True,6.058719503610964,-1.543417286715552,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.847314773121125,2.1504754215585096,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4094216494272912,0.8627651188833025,21,test_states_K9_n10000.csv
23,22,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,3.9026764774672134,-0.4116873389025253,,True,6.0216757005418575,-1.3468778335409355,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.86138024878276,1.9509706286476325,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4226114755281872,0.9618914447883219,21,test_states_K9_n10000.csv
24,23,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.10218127037809,-0.3976218632408896,,True,5.984631897472751,-1.150338380366319,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.875445724444397,1.7514658357367554,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.43580130162908315,1.0610177706933412,21,test_states_K9_n10000.csv
25,24,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.301686063288967,-0.3835563875792539,,True,5.9475880944036446,-0.9537989271917025,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.889511200106032,1.5519610428258783,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4489911277299791,1.1601440965983607,21,test_states_K9_n10000.csv
26,25,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.501190856199844,-0.36949091191761824,,True,5.910544291334538,-0.7572594740170859,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.903576675767667,1.3524562499150012,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4621809538308751,1.2592704225033802,21,test_states_K9_n10000.csv
27,26,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.70069564911072,-0.35542543625598255,,True,5.873500488265432,-0.5607200208424694,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.917642151429304,1.1529514570041242,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.47537077993177107,1.3583967484083996,21,test_states_K9_n10000.csv
28,27,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,5.836456685196325,-0.364180567667853,,False,6.572706611875873,-0.0747143476608354,,False,7.781060422527848,-0.2913375467733731,,False,8.93170762709094,0.9534466640932471,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.48856060603266704,1.457523074313419,21,test_states_K9_n10000.csv
29,28,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,5.819933829219718,-0.27651696918507346,,True,6.7488950565904,-0.16935911481188304,,False,7.781060422527848,-0.2913375467733731,,False,8.945773102752575,0.75394187118237,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.5017504321335631,1.5566494002184386,21,test_states_K9_n10000.csv
30,29,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,6.019438622130594,-0.2624514935234378,,True,6.817457793774103,-0.2061895908768951,,True,7.781060422527848,-0.2913375467733731,,False,8.959838578414212,0.5544370782714929,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4885606060326671,1.457523074313419,21,test_states_K9_n10000.csv
31,30,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,6.019438622130594,-0.2624514935234378,,True,7.016962586684981,-0.1921241152152594,,True,7.800094870944665,-0.13691176706372185,,True,8.973904054075847,0.35493228536061583,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4753707799317711,1.3583967484083996,21,test_states_K9_n10000.csv
32,31,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,6.019438622130594,-0.2624514935234378,,True,7.016962586684981,-0.1921241152152594,,True,7.999599663855542,-0.12284629140208614,,True,8.987969529737484,0.15542749244973877,,False,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.46218095383087515,1.2592704225033802,21,test_states_K9_n10000.csv
33,32,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,6.019438622130594,-0.2624514935234378,,True,7.016962586684981,-0.1921241152152594,,True,8.199104456766419,-0.10878081574045044,,True,9.002035005399119,-0.04407730046113789,,True,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4489911277299792,1.1601440965983607,21,test_states_K9_n10000.csv
34,33,9.74205221331965,False,True,2.2652862063158117,-0.3570110690399252,,True,4.900200442021597,-0.3413599605943469,,True,6.019438622130594,-0.2624514935234378,,True,7.016962586684981,-0.1921241152152594,,True,8.199104456766419,-0.10878081574045044,,True,9.20168117702643,-0.032185868480169785,,True,-0.149380774913407,2.9116364655350098,,False,-0.4021713676111762,-1.1975483350372205,,False,6.001256112372654,4.437489089703949,,False,0.4358013016290832,1.0610177706933412,21,test_states_K9_n10000.csv
