idx,R,value,budget,agent_sum_distance,delivery_time,directed_transmission,jammer_on,clustering_on,minimize_distance,K,file
1,8.047286498801027,4.830971373657068,7.10021055104527,3.8162346514858143,27,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
2,9.922948799204956,4.324386868818941,8.13458624224695,8.742778319227055,33,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
3,8.043555537866132,3.3169578654024336,7.0982327769282225,8.217796269423442,39,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
4,9.854683491379884,3.806315922137289,8.095536582888766,11.424783530877187,39,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
5,7.585024648867946,4.406530520963787,6.8575772192781805,3.6885736407625207,28,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
6,6.514692849268678,4.125393922639091,6.314434567887089,6.187298739178448,24,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
7,8.001425722947484,4.560807362933573,7.075921829439099,4.8538009929890675,26,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
8,8.501045937660427,3.8132362513627376,7.343108364096689,10.417791811803399,37,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
9,7.214035706398043,4.4975377212169585,6.6663671931465185,6.338270920308525,24,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
10,7.005070312684327,4.39805502915194,6.560043425448912,6.009232494628232,23,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
11,7.804155544685565,3.5185210738689205,6.971989346868579,10.228062897936772,35,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
12,7.542631378630203,4.253875575996273,6.835569032538819,4.763902206874472,29,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
13,6.466839427124009,3.889228623721957,6.2907597856604305,7.934645464925157,25,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
14,8.22963552036364,4.082676203387206,7.197259268085526,6.261420803290771,35,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
15,6.233689798495206,4.303253394718251,6.176157524356555,5.544082872422818,18,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
16,6.85265870570181,4.736559796828306,6.483121219312992,3.4000000000000012,21,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
17,8.702712351876473,4.081923861940089,7.45256382863589,5.714260184541042,32,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
18,7.623955088595593,3.664319239790714,6.877823707140811,9.824354480600961,30,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
19,8.9056985569112,4.147957468270388,7.563669787199181,8.660172742877732,35,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
20,8.223924152403466,3.422034604289645,7.194208124000939,9.993262562515218,37,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
21,7.056113693297119,3.727303496316723,6.585923152054937,10.487777054281876,26,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
22,6.659975711793951,3.5846264811039688,6.386630265084626,6.416484359025853,28,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
23,7.481768407264466,4.488158918269699,6.804043896039218,8.33857291158359,22,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
24,6.522586543175532,4.531231122351573,6.318344862469925,3.5075091091689394,21,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
25,7.424611430994794,4.90829220411761,6.774515069217619,3.9539546766918234,21,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
26,7.438694059303139,3.467589285982858,6.781783633780213,10.544517078574334,30,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
27,9.080835664388909,4.675556316018408,7.6602855051875975,5.188941569274247,32,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
28,6.633671954119112,4.600520280726365,6.373523494195476,4.689346896979037,22,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
29,9.196542764023514,4.131033078772407,7.724498941870275,5.937841198375409,38,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
30,8.880044476818867,4.760395920198336,7.549576102645874,4.684043112478567,27,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
31,6.585446443835577,3.925253255981711,6.349534317510589,5.777754167633623,24,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
32,6.300044585229521,3.4708815965224717,6.208647652806935,10.456762727813803,25,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
33,8.327764570834766,3.635799178731178,7.249797951910573,9.569287218150352,35,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
34,9.697189300692594,3.6154616028590256,8.005849893240486,11.61277640410904,44,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
35,7.057106282353515,3.886563349724602,6.58642699637586,5.805093849616192,32,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
36,6.21377094593332,3.8277976872222403,6.166423950443575,7.8220940710234395,22,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
37,8.822833356908273,4.805956959087629,7.518199718494557,8.192709576275053,24,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
38,6.770708615220304,4.679288626673279,6.4419794026574335,4.0275138161073905,19,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
39,8.509803531452334,3.3609955109215512,7.347842378497488,7.949541576375639,45,False,False,True,False,6,Evaluation/Evaluation_states/evaluation_states_K6_n10000.csv
