idx,R,value,budget,agent_sum_distance,delivery_time,directed_transmission,jammer_on,clustering_on,minimize_distance,K,file
1,12.047286498801029,12.02177543497151,18.790674934596936,10.702164452058124,35,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
2,13.66919081916361,10.867545033069874,20.110049019985084,23.007736161443063,37,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
3,10.60209932168471,9.79195476494718,17.681297058793156,21.477092596772273,37,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
4,11.367178895760452,12.225518182653135,18.260823616363787,6.948552254004372,33,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
5,10.308335234002154,11.624843362428386,17.463427394113026,12.238488031489387,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
6,12.015211800778118,11.455048165070222,18.76537587700958,8.122546097050083,40,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
7,10.300844447257615,12.78010320266299,17.457905588384335,9.399999999999999,20,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
8,11.057358916529305,12.59364646655976,18.024035678342532,5.619412789175905,28,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
9,10.368355862756465,9.782486740285753,17.507731934681892,11.39620964455294,38,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
10,12.595403016047795,10.762104085317988,19.227756751551706,8.637387908571654,46,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
11,13.650733158876442,12.505661344857572,20.094591931415593,8.336981274636406,36,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
12,11.543395976289478,12.186475159726246,18.396782046366912,8.145560401692357,32,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
13,11.759745917744024,12.724274980386829,18.564973824307486,11.64764494033261,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
14,12.21489858387111,10.31152810638985,18.923379886307814,10.042249894344977,43,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
15,13.530558778359064,10.479159207409598,19.994202688542934,16.861270270548697,43,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
16,12.392113871995122,11.103287123785453,19.064601301694317,24.024877693934133,33,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
17,10.276360842930329,12.629914749423175,17.43986928931855,9.080886273281427,24,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
18,12.757377781939338,13.607415397154039,19.358638347469835,8.667552844141955,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
19,12.39787149512583,11.737482805993245,19.069205248377706,5.9552575627763575,39,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
20,11.178325642672572,11.574005419645365,18.11614622367005,3.4986931210306134,33,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
21,11.260753870868358,12.522102278699698,18.17916204366248,4.8177071351616645,29,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
22,10.439045040314513,9.878386256807241,17.560049603803165,16.83767591553459,36,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
23,13.619100910321034,11.804531065671373,20.0681256619482,6.742163310376019,44,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
24,11.944648860055906,11.776777056231472,18.709827284677345,16.858220200199998,30,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
25,11.009957532527554,12.187409652659351,17.988060995450248,11.806408811939592,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
26,12.509803531452334,11.394614698966599,19.15890591186699,13.610001616713859,37,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
27,13.523825002891035,12.555531641222169,19.988590312122657,9.106913543639143,36,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
28,11.459756674899804,12.39552942318659,18.33213530827315,7.251883064432688,32,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
29,11.210705130498788,12.449630159332399,18.140875903636463,6.947034253897998,29,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
30,13.997643400564826,11.631646897728992,20.386809496121202,9.514895831173241,40,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
31,11.805685090100638,11.800980442419196,18.600867291230042,22.146034605834135,27,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
32,12.985236222455825,11.509865284513378,19.54408385705073,19.840625041320113,33,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
33,10.8008025738824,11.212284327448444,17.830127397245672,16.497796662841786,31,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
34,11.52684885633376,12.195228735611236,18.38397580599855,5.205527575877943,33,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
35,13.41398425219755,13.469628582874323,19.897233082238436,12.554816147177359,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
36,11.993381962114931,13.078266754908828,18.748175082384325,11.39999999999999,25,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
37,11.873523478011368,12.920366815150658,18.653986532044556,7.87301263664668,27,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
38,11.508297896154057,11.038259619157058,18.369628472703393,9.981476443242013,35,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
39,10.895771674328266,12.099315917731454,17.901676817953536,10.788608924917007,28,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
40,11.5485212133202,13.007302653849727,18.400750258678226,5.600000000000002,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
41,11.69679347828099,12.399021448425003,18.515889894806925,17.10161499122646,25,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
42,10.58799414664897,12.184821256704977,17.670777027778946,6.117908168798425,27,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
43,12.205994582397365,10.929436937712056,18.916309126360638,19.760773577217886,35,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
44,10.193547164086173,11.633158673391952,17.37899585606307,4.689679770720978,32,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
45,12.495000397320558,12.393816440548173,19.147021413734084,11.737108405077024,31,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
46,12.092961772164166,12.227650986596185,18.826754576746968,17.449460706630003,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
47,10.347259304936864,12.2006593417741,17.4921471284844,10.768073836844632,25,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
48,11.274324525836883,11.2835311136391,18.189556186299416,10.755150859878764,32,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
49,11.844956333561932,12.63361647199922,18.631600941351977,5.570851391511205,31,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
50,12.113860602376093,13.779565457080611,18.843283695589392,2.2811386318022797,26,True,False,True,False,10,Evaluation/Evaluation_states/Data/evaluation_states_K10_n10000.csv
