idx,success,R,value,budget,agent_sum_distance,message_air_distance,delivery_time,directed_transmission,jammer_on,K,file
1,True,11.047286498801027,1.3306260369326166,15.165813116549739,97.12702692110906,None,56,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
2,True,11.493959022150001,1.8622182738069881,15.492782313933292,93.65144089510953,None,56,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
3,True,12.342276866001097,-1.8873816972578936,16.128552817544268,134.36529259387615,None,77,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
4,True,9.423684946829297,0.46321523376585994,14.022579939813276,98.68413231107424,None,56,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
5,True,10.135225955776525,1.8525939265977263,14.514861636843724,87.93512041343703,None,52,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
6,True,10.560298207759446,3.4581247877921797,14.815454774449016,76.2580463916487,None,43,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
7,True,12.04315513833393,-0.7531421505142024,15.90216446197195,121.22590921614348,None,68,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
8,True,10.10525205638061,2.5656389222691525,14.493849022001243,81.75569597509681,None,48,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
9,True,9.865814319996215,1.4512711895524806,14.326864500692729,91.4041507596411,None,53,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
10,True,9.654966617812672,0.0635846425309996,14.18109716652696,102.50236708253217,None,64,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
11,True,12.93499971709315,-2.122421304846057,16.584269291282308,139.57185918195034,None,79,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
12,True,9.697535610033201,1.631436897320282,14.210430331868059,88.67895391156785,None,51,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
13,True,11.455579982412148,-1.6654006006823305,15.464477434449769,128.1554818922945,None,74,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
14,True,9.197935138546866,2.285820932414584,13.86924345656437,80.8878732262522,None,47,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
15,True,9.629007554055082,-0.5737204702154104,14.163233416866413,110.29096533361157,None,65,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
16,True,12.122896738933711,0.8752372417153618,15.962280820771323,105.48005247250005,None,59,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
17,True,11.93346069177435,-0.4170615012145511,15.819746776445323,117.29690382933104,None,67,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
18,True,9.377396099912668,5.255387399658377,13.991027218877417,57.19226843154929,None,32,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
19,True,10.473143774605953,0.6183762257424368,14.75342627369425,100.77915623665595,None,57,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
20,True,12.686707436187913,-2.4989240534648838,16.392217591286432,143.19056865972087,None,80,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
21,True,9.46800955647824,3.009400315669658,14.052847823675336,75.64996112615724,None,43,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
22,True,10.729596232755213,1.1804994530702828,14.936530143188069,96.70048891051336,None,55,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
23,True,12.173375284200603,-1.2695186611295446,16.000424580125074,127.99510390991155,None,73,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
24,True,11.486681787993563,-1.6079644146359282,15.487412242037873,127.93467484774494,None,72,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
25,True,9.038846539872578,4.177527560390299,13.76200979009355,64.3508102333816,None,37,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
26,False,12.734102020144144,-9.843974372461384,16.42874863820023,151.88419686183897,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
27,True,9.724013660028866,2.121544103148257,14.228700272728673,84.2718172200617,None,48,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
28,True,9.155601614088573,4.549782449350606,13.840641990874047,61.66949441266663,None,36,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
29,True,9.926526755859701,1.5142340102912053,14.369059406521226,90.72618310431888,None,51,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
30,True,10.221248774641825,2.003415210979571,14.575300610366646,87.33312149402374,None,52,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
31,True,12.683541012928847,-3.3069171643217476,16.389779114664208,152.1784841042106,None,90,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
32,True,12.849892440972177,-1.3978277497156375,16.51825261917063,131.65870302811084,None,75,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
33,True,12.426767229122877,0.6972825383772641,16.19293523720651,108.64993783908561,None,62,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
34,True,11.439022868743198,1.6106603791349121,15.452278665289814,95.5760957710499,None,54,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
35,False,10.48710829531237,-8.96869774639848,14.76335117134664,136.8097915619323,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
36,True,9.621519530449756,2.9180294366030397,14.158083900097814,77.08074537263869,None,43,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
37,True,11.476923664039795,2.9407963446858867,15.480213691485776,83.75295777756943,None,49,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
38,False,11.131306102899591,-8.782895121886432,15.226906102466087,137.91339766299834,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
39,True,10.369005815961518,0.6105302967495483,14.679578703339626,101.13379966629708,None,61,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
40,True,10.959214754891967,-0.24889805838632917,15.101977793006768,111.36465658092189,None,64,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
41,False,11.99717238178401,-9.201023243580197,15.867576387781902,144.07024571364755,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
42,True,10.97990470228918,3.6681749505351373,15.116955311483188,76.02611474215577,None,43,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
43,True,9.651286583221264,2.3468442565995815,14.178563643906882,82.18539078911529,None,47,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
44,True,11.938679165788956,1.5047556987532582,15.823660276687766,98.50768757921774,None,56,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
45,True,11.397261270519605,1.875412976943795,15.421542806176927,92.7627812320697,None,54,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
46,True,12.599350392705862,0.21142896749297435,16.32504257660321,113.71313818853886,None,65,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
47,True,12.872227069672611,-1.2742933175191027,16.535558438769083,130.11256359037398,None,73,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
48,True,10.821165837641766,0.08733511190532628,15.002338819931673,108.16785507943234,None,64,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
49,True,11.495000397320558,-1.2034955746831448,15.493550890055182,124.78527129429027,None,73,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
50,True,11.965541033146454,-1.798494885893744,15.843816452059329,131.64302495959393,None,79,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
51,True,10.74330395013791,1.8989426053714746,14.946367148992142,90.38773115821354,None,51,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
52,True,11.798984013481586,1.3165574663984847,15.719151378903902,99.42948446674399,None,57,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
53,True,10.74133001375926,1.2719913921867398,14.944950290281136,96.02111078288435,None,58,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
54,False,12.660947184894379,-9.000257061294569,16.372387344422258,140.56770457817095,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
55,True,10.660331440605628,2.1753273057193994,14.886901357091906,87.59005798484554,None,49,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
56,True,11.235626846579821,1.5130479493025888,15.30302517451357,95.74003306889655,None,55,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
57,False,10.933387680894569,-9.66351504084837,15.083297669532449,150.4495217797694,None,91,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
58,True,11.243841123647599,-1.8881393263594024,15.309031282540118,130.7248064312559,None,80,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
59,True,11.34333636987428,-0.3778268607476658,15.381924433254085,114.43962060295758,None,64,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
60,True,10.575272694360317,1.071918428280056,14.826132828136402,97.49250234793143,None,57,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
61,True,10.562940382051213,-0.46232231820207215,14.817338425591625,112.78432991551908,None,66,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
62,True,9.414119548904974,4.928622529256572,14.01605497108191,59.69779394576621,None,34,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
63,True,10.147642825044839,3.1805449390723037,14.52357332735791,76.33383857272136,None,45,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
64,True,11.251486746968073,2.213840263204621,15.314623235599601,89.79782103487732,None,51,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
65,True,10.001631558960536,2.97525974759185,14.421394304809393,77.91249577099545,None,45,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
66,True,12.865634001868264,-1.4490068932439994,16.530448452109887,131.9148885606583,None,74,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
67,True,12.005441086836694,0.6928551015385738,15.873791880685129,106.43258532532714,None,60,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
68,True,12.844044106414552,1.5300111811705568,16.513723300386566,101.87313032935893,None,57,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
69,True,10.8340743948568,0.6146640135034458,15.01163402209551,101.97941418448191,None,60,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
70,True,9.468944829111642,4.838686741185685,14.053487061975076,60.740089527302615,None,34,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
71,True,12.43688255110451,0.6469334348116087,16.20065608977321,108.6466936864133,None,63,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
72,True,10.01573561648351,0.37711860110941586,14.431239305709038,101.8092680704273,None,59,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
73,True,10.14922614434926,3.671717094892551,14.524684484581925,72.19092984773904,None,43,False,False,9,n10000_evaluation_states_K1_to_10/evaluation_states_K9_n10000.csv
