idx,success,R,value,budget,agent_sum_distance,message_air_distance,delivery_time,directed_transmission,jammer_on,K,file
1,True,5.047286498801027,1.3825323548500508,2.613929160223003,9.258420220579001,None,16,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
2,True,4.813991557922606,1.272302050685239,2.5259746037908895,9.65696522436762,None,17,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
3,True,5.064274342191515,1.560083331634179,2.620372708075125,7.8657358832236195,None,15,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
4,True,6.359526084125635,1.1604119323999742,3.1272402964009944,14.570784081459964,None,29,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
5,True,6.506148385666322,1.4036669547903744,3.186554781592631,13.347546585525313,None,27,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
6,True,4.690867627781749,1.4908318489812955,2.4799577394175834,7.490757368086572,None,14,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
7,True,3.658029065896405,1.7268491386774258,2.104880109087879,2.8914678251916786,None,5,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
8,True,6.469282022568796,1.7893261419733781,3.1716038122490366,9.612347854242081,None,19,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
9,True,4.504954005712377,1.7166629017451307,2.4110000386681767,5.202663385301584,None,9,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
10,True,4.252191435279751,1.4671507748969765,2.3182632202723488,6.483670257543061,None,11,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
11,True,5.024259690117492,1.7301311871389853,2.605203454759215,6.34179651540523,None,12,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
12,True,3.9275995138485538,1.417181596799205,2.200889897587767,5.997629160046179,None,10,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
13,True,5.566054358022413,1.9960947645614853,2.813084793775977,5.851363478741745,None,12,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
14,True,6.99610352929575,1.2001504105844547,3.3876187766351356,15.956620959360164,None,28,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
15,True,5.248206360398838,1.6096393078349969,2.690477382668415,8.026881461165194,None,14,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
16,True,5.116891230521441,1.5833117525679632,2.6403640344118733,7.9164251377167485,None,14,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
17,True,3.1839487226820626,1.5699616278655029,1.939262802244221,2.890672290144164,None,5,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
18,True,5.398097892213109,1.6857470944242992,2.7480662038422565,7.956421685557744,None,16,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
19,True,3.3274319883089682,1.4944706921548148,1.9889532290657144,3.974277160532627,None,8,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
20,True,4.356779571120694,1.7646864497367798,2.3564938743426875,4.478358341529759,None,9,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
21,True,6.147179043757994,0.6850667606095842,3.042036027429285,19.050399887177953,None,42,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
22,True,4.10853333948796,1.5580056465716567,2.2660778922540854,5.4570818226259865,None,11,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
23,True,4.597164053946381,1.2922854837061757,2.4451227335369388,9.046423538323781,None,19,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
24,True,3.273638542166889,1.3831697845491382,1.9702795355993699,4.635095938939846,None,8,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
25,True,3.97397084811233,1.4386734804767172,2.217539682696247,5.96135283085081,None,10,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
26,True,5.492375162887731,1.383130176356757,2.7844987698720676,10.510493171755984,None,20,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
27,True,5.702712351876473,1.8079893868155115,2.866368688826668,7.613256074236761,None,15,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
28,True,4.543395976289478,1.5995051743293822,2.4252067032807765,6.26116965907692,None,11,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
29,True,6.846946992639689,1.65150199255934,3.325943297987705,11.995667423738006,None,22,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
30,True,3.839984020046898,1.4181963035644847,2.1695388238816613,5.799802745120449,None,10,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
31,True,3.6315240113050526,1.5036492211557047,2.0955120167105648,4.591253881304484,None,8,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
32,True,3.5263741989987607,1.341008366853401,2.058474135684474,5.75894974389759,None,12,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
33,True,3.0082273722584794,1.4552704744503153,1.8789217991826312,3.3659721779518934,None,6,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
34,True,6.211543576174268,1.357739570779387,3.0677750261829755,12.6259810449205,None,23,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
35,True,3.6599757117939506,1.5795608437721191,2.1055686498225494,4.056035412767977,None,7,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
36,True,3.1022683958498525,1.3849210117830397,1.9111441887476173,4.13101267135857,None,7,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
37,True,5.154377813735036,1.4345386428824032,2.654637683192284,9.225893012062318,None,17,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
38,True,5.747251890463984,1.399373585089506,2.8838089116429524,11.04942090666209,None,22,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
39,True,5.878426465953545,1.136552430622252,2.9353837733167545,13.85340664966368,None,28,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
40,True,3.702435055131246,1.7850995431085541,2.1206040593657463,2.6035502391807186,None,5,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
41,True,4.534941911140297,1.6008193535018123,2.4220800849834268,6.199706631629169,None,11,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
42,True,6.321695727872923,1.3470247961783908,3.112000368405772,12.926226660523268,None,22,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
43,True,3.140253768276754,1.3658813396087668,1.924205519663756,4.431168574193623,None,9,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
44,True,5.0092011434518025,1.9048561754409286,2.599502472151858,5.090458654292348,None,11,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
45,True,3.8755793497116744,1.4899128249641393,2.1822587801137017,5.310609191421951,None,9,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
46,True,4.487008219242593,1.512872652213993,2.4043772427073957,6.843872965006744,None,13,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
47,True,5.527006156557182,1.196998377844089,2.7979224977125425,12.202819410006478,None,22,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
48,True,4.4325325049504585,1.4891130535361399,2.3843094232409836,6.781579506144068,None,12,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
49,True,6.217231523620786,1.2214107971439627,3.07005325401182,13.911605693015025,None,27,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
50,True,4.260753870868358,1.676229469961091,2.3213855586902516,4.860820061960556,None,10,False,False,3,n10000_evaluation_states_K1_to_10/evaluation_states_K3_n10000.csv
