idx,success,R,value,budget,agent_sum_distance,message_air_distance,delivery_time,directed_transmission,jammer_on,K,file
1,True,7.047286498801027,2.5613661393394436,5.244791884301815,19.446961621520114,None,21,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
2,True,8.00145869052021,2.4065185470208927,5.7118841217099146,23.687029170006124,None,25,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
3,True,7.5653126765575,2.6028746348409744,5.496026229662721,20.525787231873306,None,21,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
4,True,5.028367314412665,3.1237309007935266,4.318990826963166,8.67669299213426,None,9,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
5,True,8.074067995585018,2.0695766991974702,5.7482047210103815,26.678378407390348,None,30,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
6,True,8.469282022568796,1.5808385961729767,5.94782408448681,32.0070921569262,None,36,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
7,True,7.905894441249481,2.506118446881163,5.66424838517197,22.501920811823457,None,27,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
8,True,5.851323981361338,2.8191134678454306,4.686117795653771,13.42056307857621,None,17,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
9,True,7.501045937660427,2.194251793774196,5.464554191697998,23.78697036078558,None,26,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
10,True,8.620010283272517,1.5774171784500064,6.024812695621135,32.42628763695506,None,36,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
11,True,7.420546357110058,2.300453993997781,5.425254142997414,22.703164907662632,None,24,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
12,True,7.041212998954741,3.1840958760702764,5.2418794855681,14.76514692913893,None,17,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
13,True,7.398097892213109,2.75803761630777,5.4143188279479855,18.724874043357534,None,23,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
14,True,5.085855505108766,2.381486909560276,4.344178431126817,14.89515654444222,None,17,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
15,True,7.4655351643796415,2.1839476625424545,5.447201126312006,23.69200474512946,None,26,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
16,True,6.9959458092280595,2.279140997631199,5.220196912631555,21.458459220344775,None,23,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
17,True,5.010988590410657,3.142659853065623,4.311390145260042,8.633080036947883,None,10,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
18,True,6.9760230213145675,2.728128718039344,5.210667604159252,17.862452279553445,None,19,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
19,True,7.657604164606131,2.602334922847771,5.541372735750092,20.83929275063283,None,22,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
20,True,6.543395976289478,2.7101921015378876,5.005775915825609,16.612251008889096,None,19,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
21,True,6.288338749655743,2.6365458597470783,4.886807797984441,16.31242231515457,None,19,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
22,True,6.042898887294866,3.116877869268834,4.773604918906429,11.87579961778366,None,12,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
23,True,6.692727977078564,2.569853989798133,5.076058797568432,18.25949853480015,None,20,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
24,True,8.85690267637022,1.7435057310020214,6.14676832132856,31.855244454369,None,35,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
25,True,5.080683752239406,2.8522128029767626,4.341909685924891,11.027233233682928,None,12,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
26,True,6.020849753106418,2.814782570787664,4.763496741935325,14.156609229844795,None,15,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
27,True,7.392113871995122,2.035114628433397,5.4114056056258075,24.609931425091624,None,30,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
28,True,8.153680319373265,1.7570687516754182,5.7881545788047495,29.258362541510113,None,34,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
29,True,7.099978595531239,2.4437491572852865,5.270091342759038,20.445694533130048,None,21,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
30,True,8.321695727872923,1.6904978661496646,5.872898842284408,30.619636585538345,None,35,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
31,True,7.598931503052958,2.639405992733094,5.5125239634055925,20.38829205150353,None,22,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
32,True,7.437133506245874,2.8931674772470624,5.433340980094977,18.075374715626136,None,20,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
33,True,8.196542764023514,2.786586155097386,5.809717837438905,20.891819334113283,None,24,False,False,5,n10000_evaluation_states_K1_to_10/evaluation_states_K5_n10000.csv
