idx,success,R,value,budget,agent_sum_distance,message_air_distance,delivery_time,directed_transmission,jammer_on,K,file
1,True,9.047286498801027,2.851132443815214,9.352827815558728,45.40357851517131,None,33,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
2,True,9.164907422189737,3.53492210400916,9.42292066292512,40.36611537552609,None,29,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
3,True,7.766465036080541,3.051156260486112,8.610766945518854,39.28741506404802,None,29,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
4,True,10.307301318226884,2.0200976280632768,10.120741550903706,57.08299859448545,None,41,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
5,True,10.241097408425196,2.9749577428715464,10.079457880199154,48.32136484319867,None,37,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
6,True,8.252191435279752,2.4580805970879944,8.887606154267429,46.034267410916655,None,34,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
7,True,7.751298970261873,3.6422682854599953,8.602213011220812,34.59749106650747,None,26,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
8,True,10.620010283272517,1.932299794337479,10.317144707208051,58.84303201380038,None,43,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
9,True,8.005070312684328,3.616038204105265,8.7460615796156,35.56056962086469,None,26,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
10,True,10.18618444187372,2.06780644051549,10.045293806508994,55.98236227109559,None,43,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
11,True,10.538086126472452,2.4070305501123217,10.265466724637637,54.637603887401816,None,43,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
12,True,10.661233074461233,2.3165842737039783,10.34320826500477,55.5758134103023,None,44,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
13,True,8.000073359728045,3.7692271549667806,8.74321437147021,34.2649928949074,None,28,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
14,True,7.711303134268423,4.805489417558202,8.579680762507595,25.502674112326467,None,19,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
15,True,8.767717645816152,4.172621007374371,9.18754149974482,34.05343069021369,None,25,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
16,True,10.949757370865148,1.9719343896358037,10.526757399486318,59.72529073488653,None,45,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
17,True,7.197935138546866,3.8067905910319313,8.293830930760679,31.23266962602928,None,23,False,False,7,n10000_evaluation_states_K1_to_10/evaluation_states_K7_n10000.csv
